#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:27,NOR 23,3,0:53,3,Punt,1,Saints,1,2025,7
2,1,5:03,NOR 25,10,5:43,75,Touchdown,1,Saints,1,2025,7
3,2,10:05,NOR 45,10,5:07,37,Field Goal,1,Saints,1,2025,7
4,2,0:28,NOR 29,1,0:28,6,End of Half,1,Saints,1,2025,7
5,3,15:00,NOR 15,5,2:33,16,Punt,1,Saints,1,2025,7
6,3,9:16,NOR 27,14,5:21,53,Missed FG,1,Saints,1,2025,7
7,3,0:53,NOR 27,4,2:02,13,Punt,1,Saints,1,2025,7
8,4,9:09,NOR 17,3,0:26,-5,Punt,1,Saints,1,2025,7
9,4,4:34,NOR 36,9,1:52,54,Field Goal,1,Saints,1,2025,7
10,4,1:49,NOR 42,13,1:49,40,Downs,1,Saints,1,2025,7
