Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Geno Smith,LVR,0,0,0,0,0,1,2025,8
Ashton Jeanty,LVR,2,2,2,0,4,1,2025,8
Zamir White,LVR,0,0,0,0,0,1,2025,8
Brock Bowers,LVR,8,5,103,0,38,1,2025,8
Jakobi Meyers,LVR,10,8,97,0,24,1,2025,8
Tre Tucker,LVR,3,2,54,1,28,1,2025,8
Dont'e Thornton,LVR,4,2,45,0,36,1,2025,8
Michael Mayer,LVR,4,4,38,0,12,1,2025,8
Jack Bech,LVR,1,1,23,0,23,1,2025,8
Alex Bachman,LVR,1,0,0,0,0,1,2025,8
Drake Maye,NWE,1,1,2,0,2,1,2025,8
TreVeyon Henderson,NWE,6,6,24,0,13,1,2025,8
Rhamondre Stevenson,NWE,3,2,12,0,7,1,2025,8
Demario Douglas,NWE,7,2,-2,1,2,1,2025,8
Antonio Gibson,NWE,1,0,0,0,0,1,2025,8
Kayshon Boutte,NWE,8,6,103,0,24,1,2025,8
Hunter Henry,NWE,8,4,66,0,27,1,2025,8
Stefon Diggs,NWE,7,6,57,0,16,1,2025,8
Kyle Williams,NWE,1,1,12,0,12,1,2025,8
Austin Hooper,NWE,1,1,10,0,10,1,2025,8
Mack Hollins,NWE,2,1,3,0,3,1,2025,8
