#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:58,DEN 35,10,3:23,44,Field Goal,1,Broncos,1,2025,11
2,1,5:16,DEN 8,8,4:35,16,Interception,1,Broncos,1,2025,11
3,2,13:15,DEN 32,3,1:35,7,Punt,1,Broncos,1,2025,11
4,2,9:29,DEN 36,5,2:26,2,Fumble,1,Broncos,1,2025,11
5,2,2:16,DEN 27,5,1:29,21,Punt,1,Broncos,1,2025,11
6,2,0:27,TEN 38,1,0:11,38,Touchdown,1,Broncos,1,2025,11
7,2,0:02,DEN 35,1,0:02,-1,End of Half,1,Broncos,1,2025,11
8,3,15:00,DEN 23,2,0:55,6,Interception,1,Broncos,1,2025,11
9,3,11:56,DEN 37,13,7:39,48,Field Goal,1,Broncos,1,2025,11
10,3,2:27,DEN 31,6,2:37,16,Punt,1,Broncos,1,2025,11
11,4,9:22,DEN 20,4,1:45,80,Touchdown,1,Broncos,1,2025,11
12,4,6:35,DEN 37,4,1:28,9,Downs,1,Broncos,1,2025,11
13,4,4:09,DEN 6,10,3:10,58,Downs,1,Broncos,1,2025,11
14,4,0:41,TEN 34,1,0:41,-1,End of Game,1,Broncos,1,2025,11
