Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Bryce Young,CAR,18,35,154,8,22.2,269,7.7,94,5.2,2.7,60,3.3,1,2.9%,7,20.6%,1,6,0,4,5,12.5%,4,10.3,1,2025,4
Trevor Lawrence,JAX,19,31,178,9,29.0,223,7.2,98,5.2,3.2,80,4.2,3,10.3%,3,10.3%,0,5,0,1,1,3.0%,2,7.0,1,2025,4
