Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Noah Fant,CIN,5,4,26,1,2.0,6,1.5,20,5.0,0.4,0,,1,20.0,0,127.9,1,2025,5
Tee Higgins,CIN,4,3,33,0,2.0,31,10.3,2,0.7,12.3,0,,0,0.0,0,99.0,1,2025,5
Chase Brown,CIN,3,2,8,0,0.0,-2,-1.0,10,5.0,0.0,0,,1,33.3,0,70.1,1,2025,5
Ja'Marr Chase,CIN,5,2,26,0,1.0,13,6.5,13,6.5,17.6,0,,0,0.0,0,57.1,1,2025,5
Samaje Perine,CIN,2,2,6,0,1.0,2,1.0,4,2.0,1.0,0,,0,0.0,0,79.2,1,2025,5
Mike Gesicki,CIN,3,1,14,0,1.0,14,14.0,0,0.0,8.7,0,,0,0.0,0,49.3,1,2025,5
Drew Sample,CIN,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6,1,2025,5
Dylan Sampson,CLE,8,8,64,0,2.0,-25,-3.1,89,11.1,-3.1,2,4.0,0,0.0,0,100.0,1,2025,5
Harold Fannin,CLE,9,7,63,0,3.0,35,5.0,28,4.0,7.2,0,,1,11.1,0,95.8,1,2025,5
Jerry Jeudy,CLE,8,5,66,0,4.0,56,11.2,10,2.0,12.1,0,,2,25.0,1,49.0,1,2025,5
Cedric Tillman,CLE,8,5,52,1,3.0,40,8.0,12,2.4,7.4,0,,0,0.0,1,81.2,1,2025,5
David Njoku,CLE,6,3,37,0,1.0,14,4.7,23,7.7,6.8,3,1.0,0,0.0,0,69.4,1,2025,5
Isaiah Bond,CLE,1,1,5,0,,-4,-4.0,9,9.0,-4.0,0,,0,0.0,0,87.5,1,2025,5
Jerome Ford,CLE,1,1,-3,0,,-5,-5.0,2,2.0,-5.0,0,,0,0.0,0,79.2,1,2025,5
Jamari Thrash,CLE,1,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7,1,2025,5
