0,1,week,year,game_id
Won Toss,Lions (deferred),1,2025,13
Roof,outdoors,1,2025,13
Surface,grass,1,2025,13
Duration,2:49,1,2025,13
Attendance,77239,1,2025,13
Weather,"60 degrees, relative humidity 76%, wind 5 mph",1,2025,13
Vegas Line,Green Bay Packers -1.0,1,2025,13
Over/Under,47.0 (under),1,2025,13
