Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Giants,-15.0,-6.91,-5.43,-0.82,3.17,-15.03,-4.43,-11.94,0.0,2.75,-2.75,2.3,3.78,-2.54,1.96,1,2025,9
Commanders,15.0,15.03,4.43,11.94,0.0,6.91,5.43,0.82,-3.17,-2.75,-2.3,2.75,2.54,-3.78,-1.96,1,2025,9
