Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
J.J. McCarthy,MIN,0,0,0,0,0,1,2025,16
Jordan Mason,MIN,1,1,7,0,7,1,2025,16
Aaron Jones,MIN,3,3,44,1,27,1,2025,16
Justin Jefferson,MIN,7,4,44,1,17,1,2025,16
Jalen Nailor,MIN,3,1,28,0,28,1,2025,16
T.J. Hockenson,MIN,4,3,15,0,9,1,2025,16
Josh Oliver,MIN,1,1,5,0,5,1,2025,16
Adam Thielen,MIN,1,0,0,0,0,1,2025,16
Caleb Williams,CHI,0,0,0,0,0,1,2025,16
D'Andre Swift,CHI,5,3,12,0,8,1,2025,16
D.J. Moore,CHI,5,3,68,0,30,1,2025,16
Olamide Zaccheaus,CHI,7,4,42,0,16,1,2025,16
Rome Odunze,CHI,9,6,37,1,17,1,2025,16
Cole Kmet,CHI,4,1,31,0,31,1,2025,16
Colston Loveland,CHI,2,2,12,0,8,1,2025,16
Kyle Monangai,CHI,1,1,11,0,11,1,2025,16
Luther Burden,CHI,1,1,-3,0,-3,1,2025,16
