Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Chiefs,-2.35,8.2,3.73,8.79,0.0,-11.87,-18.12,0.59,0.0,1.45,-3.7,5.96,0.53,-1.92,0.58,1,2025,2
Chargers,2.35,11.87,18.12,-0.59,0.0,-8.2,-3.73,-8.79,0.0,-1.45,-5.96,3.7,1.92,-0.53,-0.58,1,2025,2
