Player,Pos,home_team,team,week,year,game_id
Geno Smith,QB,0,Raiders,1,2025,8
Ashton Jeanty,RB,0,Raiders,1,2025,8
Tre Tucker,WR,0,Raiders,1,2025,8
Jakobi Meyers,WR,0,Raiders,1,2025,8
Brock Bowers,TE,0,Raiders,1,2025,8
Michael Mayer,TE,0,Raiders,1,2025,8
Delmar Glaze,OT,0,Raiders,1,2025,8
Kolton Miller,T,0,Raiders,1,2025,8
Dylan Parham,G,0,Raiders,1,2025,8
Jordan Meredith,G,0,Raiders,1,2025,8
Jackson Powers-Johnson,C,0,Raiders,1,2025,8
Maxx Crosby,DE,0,Raiders,1,2025,8
Thomas Booker,DT,0,Raiders,1,2025,8
Jonah Laulu,DT,0,Raiders,1,2025,8
Adam Butler,DT,0,Raiders,1,2025,8
Germaine Pratt,LB,0,Raiders,1,2025,8
Elandon Roberts,LB,0,Raiders,1,2025,8
Devin White,LB,0,Raiders,1,2025,8
Eric Stokes,CB,0,Raiders,1,2025,8
Kyu Blu Kelly,CB,0,Raiders,1,2025,8
Isaiah Pola-Mao,S,0,Raiders,1,2025,8
Jeremy Chinn,S,0,Raiders,1,2025,8
