Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Matthew Stafford,LAR,1,-1,0,-1,14.0,2023,201
Kyren Williams,LAR,25,114,0,14,14.0,2023,201
Royce Freeman,LAR,3,9,0,3,14.0,2023,201
Puka Nacua,LAR,1,6,0,6,14.0,2023,201
Cooper Kupp,LAR,0,0,0,0,14.0,2023,201
Davis Allen,LAR,0,0,0,0,14.0,2023,201
Demarcus Robinson,LAR,0,0,0,0,14.0,2023,201
Tutu Atwell,LAR,0,0,0,0,14.0,2023,201
Lamar Jackson,BAL,11,70,0,16,14.0,2023,201
Keaton Mitchell,BAL,9,54,0,27,14.0,2023,201
Gus Edwards,BAL,6,15,0,5,14.0,2023,201
Odell Beckham Jr.,BAL,0,0,0,0,14.0,2023,201
Isaiah Likely,BAL,0,0,0,0,14.0,2023,201
Zay Flowers,BAL,0,0,0,0,14.0,2023,201
Nelson Agholor,BAL,0,0,0,0,14.0,2023,201
Rashod Bateman,BAL,0,0,0,0,14.0,2023,201
Justice Hill,BAL,0,0,0,0,14.0,2023,201
