Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Derek Carr,NOR,2,7,0,8,12.0,2023,169
Alvin Kamara,NOR,15,69,0,16,12.0,2023,169
Lynn Bowden Jr.,NOR,2,40,0,29,12.0,2023,169
Taysom Hill,NOR,7,26,0,10,12.0,2023,169
Jamaal Williams,NOR,2,6,0,3,12.0,2023,169
Chris Olave,NOR,0,0,0,0,12.0,2023,169
Juwan Johnson,NOR,0,0,0,0,12.0,2023,169
Keith Kirkwood,NOR,0,0,0,0,12.0,2023,169
Rashid Shaheed,NOR,0,0,0,0,12.0,2023,169
A.T. Perry,NOR,0,0,0,0,12.0,2023,169
Desmond Ridder,ATL,7,30,0,16,12.0,2023,169
Bijan Robinson,ATL,16,91,1,17,12.0,2023,169
Tyler Allgeier,ATL,10,64,0,14,12.0,2023,169
Cordarrelle Patterson,ATL,8,43,0,12,12.0,2023,169
Drake London,ATL,0,0,0,0,12.0,2023,169
Kyle Pitts,ATL,0,0,0,0,12.0,2023,169
Van Jefferson,ATL,0,0,0,0,12.0,2023,169
Keith Smith,ATL,0,0,0,0,12.0,2023,169
Scott Miller,ATL,0,0,0,0,12.0,2023,169
