Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Justin Fields,CHI,0,0,0,0,0,12.0,2023,180
Roschon Johnson,CHI,5,5,40,0,22,12.0,2023,180
Khalil Herbert,CHI,2,2,14,0,13,12.0,2023,180
D.J. Moore,CHI,13,11,114,0,36,12.0,2023,180
Cole Kmet,CHI,7,7,43,0,24,12.0,2023,180
Darnell Mooney,CHI,3,2,6,0,10,12.0,2023,180
Trent Taylor,CHI,1,0,0,0,0,12.0,2023,180
Robert Tonyan,CHI,1,0,0,0,0,12.0,2023,180
Joshua Dobbs,MIN,0,0,0,0,0,12.0,2023,180
Alexander Mattison,MIN,2,2,11,0,11,12.0,2023,180
Ty Chandler,MIN,2,1,3,0,3,12.0,2023,180
Brandon Powell,MIN,3,3,45,0,28,12.0,2023,180
T.J. Hockenson,MIN,6,5,50,1,17,12.0,2023,180
Jordan Addison,MIN,10,6,39,0,14,12.0,2023,180
K.J. Osborn,MIN,4,3,34,0,26,12.0,2023,180
C.J. Ham,MIN,3,2,3,0,4,12.0,2023,180
