Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jalen Hurts,PHI,15,61,2,17,5.0,2022,77
Miles Sanders,PHI,15,58,0,12,5.0,2022,77
Kenneth Gainwell,PHI,3,20,0,11,5.0,2022,77
Dallas Goedert,PHI,0,0,0,0,5.0,2022,77
DeVonta Smith,PHI,0,0,0,0,5.0,2022,77
A.J. Brown,PHI,0,0,0,0,5.0,2022,77
Quez Watkins,PHI,0,0,0,0,5.0,2022,77
Kyler Murray,ARI,4,42,0,15,5.0,2022,77
James Conner,ARI,9,55,0,17,5.0,2022,77
Eno Benjamin,ARI,8,25,1,11,5.0,2022,77
Darrel Williams,ARI,3,9,0,7,5.0,2022,77
Marquise Brown,ARI,0,0,0,0,5.0,2022,77
Zach Ertz,ARI,0,0,0,0,5.0,2022,77
A.J. Green,ARI,0,0,0,0,5.0,2022,77
Rondale Moore,ARI,2,-7,0,-2,5.0,2022,77
