Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Texans,7.0,-2.0,-2.68,-1.21,0.0,2.39,2.65,-1.97,4.57,3.89,-0.43,1.83,3.04,-2.71,2.16,5.0,2022,72
Jaguars,-7.0,-2.39,-2.65,1.97,-4.57,2.0,2.68,1.21,0.0,-3.89,-1.83,0.43,2.71,-3.04,-2.16,5.0,2022,72
