Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Davis Mills,HOU,0,0,0,0,0,5.0,2022,72
Dameon Pierce,HOU,5,3,14,0,11,5.0,2022,72
Rex Burkhead,HOU,3,2,13,0,9,5.0,2022,72
Nico Collins,HOU,6,4,65,0,23,5.0,2022,72
Jordan Akins,HOU,2,2,22,0,11,5.0,2022,72
Brandin Cooks,HOU,6,4,20,0,7,5.0,2022,72
Mason Schreck,HOU,1,1,6,0,6,5.0,2022,72
O.J. Howard,HOU,1,0,0,0,0,5.0,2022,72
Trevor Lawrence,JAX,0,0,0,0,0,5.0,2022,72
Travis Etienne,JAX,5,3,43,0,20,5.0,2022,72
James Robinson,JAX,2,2,12,0,10,5.0,2022,72
Jamycal Hasty,JAX,0,0,0,0,0,5.0,2022,72
Jamal Agnew,JAX,1,0,0,0,0,5.0,2022,72
Marvin Jones,JAX,11,7,104,0,37,5.0,2022,72
Evan Engram,JAX,10,6,69,0,28,5.0,2022,72
Dan Arnold,JAX,2,1,20,0,20,5.0,2022,72
Chris Manhertz,JAX,2,2,15,0,12,5.0,2022,72
Zay Jones,JAX,8,3,12,0,7,5.0,2022,72
Christian Kirk,JAX,3,1,11,0,5,5.0,2022,72
