Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Daniel Jones,NYG,10,37,0,14,5.0,2022,66
Saquon Barkley,NYG,13,70,1,40,5.0,2022,66
Matt Breida,NYG,4,14,0,10,5.0,2022,66
Gary Brightwell,NYG,2,5,1,3,5.0,2022,66
Daniel Bellinger,NYG,1,2,1,2,5.0,2022,66
Darius Slayton,NYG,0,0,0,0,5.0,2022,66
Marcus Johnson,NYG,0,0,0,0,5.0,2022,66
Richie James,NYG,0,0,0,0,5.0,2022,66
David Sills,NYG,0,0,0,0,5.0,2022,66
Chris Myarick,NYG,0,0,0,0,5.0,2022,66
Jamie Gillan,NYG,1,-3,0,-3,5.0,2022,66
Aaron Rodgers,GNB,0,0,0,0,5.0,2022,66
Aaron Jones,GNB,13,63,0,11,5.0,2022,66
AJ Dillon,GNB,6,34,0,11,5.0,2022,66
Randall Cobb,GNB,0,0,0,0,5.0,2022,66
Allen Lazard,GNB,0,0,0,0,5.0,2022,66
Romeo Doubs,GNB,0,0,0,0,5.0,2022,66
Robert Tonyan,GNB,0,0,0,0,5.0,2022,66
Josiah Deguara,GNB,0,0,0,0,5.0,2022,66
Marcedes Lewis,GNB,0,0,0,0,5.0,2022,66
Tyler Davis,GNB,0,0,0,0,5.0,2022,66
Christian Watson,GNB,1,-3,0,-3,5.0,2022,66
