Player,Pos,home_team,team,week,year,game_id
Ryan Tannehill,QB,0,Titans,5.0,2022,75
Derrick Henry,RB,0,Titans,5.0,2022,75
Robert Woods,WR,0,Titans,5.0,2022,75
Nick Westbrook-Ikhine,WR,0,Titans,5.0,2022,75
Cody Hollister,WR,0,Titans,5.0,2022,75
Geoff Swaim,TE,0,Titans,5.0,2022,75
Dennis Daley,OL,0,Titans,5.0,2022,75
Dillon Radunz,OL,0,Titans,5.0,2022,75
Nicholas Petit-Frere,OL,0,Titans,5.0,2022,75
Aaron Brewer,G,0,Titans,5.0,2022,75
Ben Jones,C,0,Titans,5.0,2022,75
Denico Autry,DL,0,Titans,5.0,2022,75
Jeffery Simmons,DT,0,Titans,5.0,2022,75
Teair Tart,DT,0,Titans,5.0,2022,75
Rashad Weaver,OLB,0,Titans,5.0,2022,75
David Long,LB,0,Titans,5.0,2022,75
Dylan Cole,LB,0,Titans,5.0,2022,75
Roger McCreary,CB,0,Titans,5.0,2022,75
Kristian Fulton,CB,0,Titans,5.0,2022,75
Terrance Mitchell,DB,0,Titans,5.0,2022,75
Joshua Kalu,DB,0,Titans,5.0,2022,75
Kevin Byard,S,0,Titans,5.0,2022,75
