Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Kenny Pickett,PIT,0,0,5.0,2022,68
Jaylen Warren,PIT,0,0,5.0,2022,68
Najee Harris,PIT,0,0,5.0,2022,68
George Pickens,PIT,0,0,5.0,2022,68
Diontae Johnson,PIT,0,0,5.0,2022,68
Chase Claypool,PIT,0,0,5.0,2022,68
Zach Gentry,PIT,0,0,5.0,2022,68
Pat Freiermuth,PIT,0,0,5.0,2022,68
Connor Heyward,PIT,0,0,5.0,2022,68
Miles Boykin,PIT,0,0,5.0,2022,68
Derek Watt,PIT,0,0,5.0,2022,68
Josh Allen,BUF,0,0,5.0,2022,68
Case Keenum,BUF,0,0,5.0,2022,68
Devin Singletary,BUF,0,0,5.0,2022,68
James Cook,BUF,0,0,5.0,2022,68
Zack Moss,BUF,0,0,5.0,2022,68
Gabriel Davis,BUF,0,0,5.0,2022,68
Stefon Diggs,BUF,0,0,5.0,2022,68
Khalil Shakir,BUF,0,0,5.0,2022,68
Isaiah Hodgins,BUF,0,0,5.0,2022,68
Quintin Morris,BUF,1,1,5.0,2022,68
Tanner Gentry,BUF,0,0,5.0,2022,68
