Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Daniel Jones,NYG,21,27,217,12,42.9,139,5.1,98,4.7,3.6,119,5.7,1,3.8%,3,11.5%,1,11,2,3,6,18.8%,4,7.0,5.0,2022,66
Aaron Rodgers,GNB,25,39,222,15,36.6,291,7.5,72,2.9,1.8,150,6.0,0,0.0%,7,17.9%,2,15,4,4,10,24.4%,0,,5.0,2022,66
