Player,Pos,home_team,team,week,year,game_id
Zach Wilson,QB,1,Jets,5.0,2022,73
Michael Carter,RB,1,Jets,5.0,2022,73
Elijah Moore,WR,1,Jets,5.0,2022,73
Garrett Wilson,WR,1,Jets,5.0,2022,73
Corey Davis,WR,1,Jets,5.0,2022,73
Tyler Conklin,TE,1,Jets,5.0,2022,73
Nate Herbig,OL,1,Jets,5.0,2022,73
Connor McGovern,OL,1,Jets,5.0,2022,73
Alijah Vera-Tucker,OL,1,Jets,5.0,2022,73
Duane Brown,T,1,Jets,5.0,2022,73
Laken Tomlinson,G,1,Jets,5.0,2022,73
Carl Lawson,DE,1,Jets,5.0,2022,73
John Franklin-Myers,DT,1,Jets,5.0,2022,73
Quinnen Williams,DT,1,Jets,5.0,2022,73
Sheldon Rankins,DT,1,Jets,5.0,2022,73
C.J. Mosley,LB,1,Jets,5.0,2022,73
Kwon Alexander,LB,1,Jets,5.0,2022,73
D.J. Reed,CB,1,Jets,5.0,2022,73
Sauce Gardner,CB,1,Jets,5.0,2022,73
Will Parks,S,1,Jets,5.0,2022,73
Jordan Whitehead,S,1,Jets,5.0,2022,73
Lamarcus Joyner,S,1,Jets,5.0,2022,73
