Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Austin Ekeler,LAC,16,173,1,5.0,127,7.9,46,2.9,2,8.0,5.0,2022,70
Joshua Kelley,LAC,10,49,1,3.0,27,2.7,22,2.2,1,10.0,5.0,2022,70
Justin Herbert,LAC,5,13,0,1.0,13,2.6,0,0.0,0,,5.0,2022,70
Zander Horvath,LAC,2,3,0,,2,1.0,1,0.5,0,,5.0,2022,70
Sony Michel,LAC,1,0,0,,0,0.0,0,0.0,0,,5.0,2022,70
Nick Chubb,CLE,17,134,2,6.0,67,3.9,67,3.9,2,8.5,5.0,2022,70
Kareem Hunt,CLE,11,47,1,3.0,18,1.6,29,2.6,0,,5.0,2022,70
Jacoby Brissett,CLE,3,32,0,2.0,17,5.7,15,5.0,1,3.0,5.0,2022,70
