Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Nico Collins,HOU,6,4,65,0,3.0,54,13.5,11,2.8,13.3,0,,0,0.0,0,102.8,5.0,2022,72
Brandin Cooks,HOU,6,4,20,0,,0,0.0,20,5.0,4.5,0,,0,0.0,0,71.5,5.0,2022,72
Dameon Pierce,HOU,5,3,14,0,1.0,-2,-0.7,16,5.3,1.0,0,,1,20.0,0,64.6,5.0,2022,72
Jordan Akins,HOU,2,2,22,0,2.0,13,6.5,9,4.5,6.5,0,,0,0.0,0,112.5,5.0,2022,72
Rex Burkhead,HOU,3,2,13,0,0.0,2,1.0,11,5.5,1.7,0,,0,0.0,0,75.7,5.0,2022,72
Mason Schreck,HOU,1,1,6,0,,4,4.0,2,2.0,4.0,0,,0,0.0,0,91.7,5.0,2022,72
O.J. Howard,HOU,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6,5.0,2022,72
Marvin Jones,JAX,11,7,104,0,5.0,71,10.1,33,4.7,11.9,0,,0,0.0,0,94.5,5.0,2022,72
Evan Engram,JAX,10,6,69,0,2.0,50,8.3,19,3.2,11.6,0,,1,10.0,0,80.8,5.0,2022,72
Travis Etienne,JAX,5,3,43,0,3.0,4,1.3,39,13.0,2.2,0,,1,20.0,0,87.9,5.0,2022,72
Zay Jones,JAX,8,3,12,0,1.0,-5,-1.7,17,5.7,8.6,0,,1,12.5,1,6.2,5.0,2022,72
Chris Manhertz,JAX,2,2,15,0,1.0,6,3.0,9,4.5,3.0,0,,0,0.0,0,97.9,5.0,2022,72
James Robinson,JAX,2,2,12,0,1.0,8,4.0,4,2.0,4.0,0,,0,0.0,0,91.7,5.0,2022,72
Dan Arnold,JAX,2,1,20,0,1.0,16,16.0,4,4.0,10.0,0,,1,50.0,0,85.4,5.0,2022,72
Christian Kirk,JAX,3,1,11,0,1.0,11,11.0,0,0.0,21.3,0,,0,0.0,0,45.1,5.0,2022,72
Jamal Agnew,JAX,1,0,0,0,,0,,0,,4.0,0,,1,100.0,0,39.6,5.0,2022,72
