Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Fields,CHI,0,0,0,0,0,5.0,2022,69
David Montgomery,CHI,4,4,62,0,30,5.0,2022,69
Khalil Herbert,CHI,0,0,0,0,0,5.0,2022,69
Darnell Mooney,CHI,5,2,52,0,39,5.0,2022,69
Cole Kmet,CHI,4,4,45,0,23,5.0,2022,69
Equanimeous St. Brown,CHI,2,2,24,0,18,5.0,2022,69
Ihmir Smith-Marsette,CHI,2,1,15,0,15,5.0,2022,69
Velus Jones Jr.,CHI,1,1,9,1,9,5.0,2022,69
Ryan Griffin,CHI,1,1,1,0,1,5.0,2022,69
Dante Pettis,CHI,2,0,0,0,0,5.0,2022,69
Kirk Cousins,MIN,0,0,0,0,0,5.0,2022,69
Justin Jefferson,MIN,13,12,154,0,31,5.0,2022,69
Dalvin Cook,MIN,2,2,27,0,23,5.0,2022,69
Alexander Mattison,MIN,4,3,21,0,11,5.0,2022,69
Irv Smith Jr.,MIN,5,4,42,0,15,5.0,2022,69
K.J. Osborn,MIN,5,5,41,0,10,5.0,2022,69
Adam Thielen,MIN,7,4,27,0,13,5.0,2022,69
Johnny Mundt,MIN,2,2,6,0,4,5.0,2022,69
Jalen Reagor,MIN,1,1,1,1,1,5.0,2022,69
