Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA,week,year,game_id
1.0,8:01,1.0,19.0,WAS 10,0.0,0.0,Brian Robinson right tackle for 2 yards (tackle by David Long and Denico Autry),-0.72,-1.29,5.0,2022,75
1.0,7:17,2.0,17.0,WAS 12,0.0,0.0,Carson Wentz pass incomplete short middle intended for Cole Turner (defended by Terrance Mitchell),-1.29,-2.24,5.0,2022,75
1.0,7:13,3.0,17.0,WAS 12,0.0,0.0,Carson Wentz pass complete short right to J.D. McKissic for 6 yards (tackle by Kristian Fulton),-2.24,-2.24,5.0,2022,75
1.0,6:39,4.0,11.0,WAS 18,0.0,0.0,Tress Way punts 34 yards downed by Jonathan Williams,-2.24,-2.13,5.0,2022,75
1.0,6:30,1.0,10.0,TEN 48,0.0,0.0,Ryan Tannehill pass complete short right to Robert Woods for 9 yards (tackle by William Jackson),2.13,2.8,5.0,2022,75
1.0,6:06,2.0,1.0,WAS 43,0.0,0.0,Ryan Tannehill pass incomplete deep left,2.8,2.08,5.0,2022,75
1.0,6:01,3.0,1.0,WAS 43,0.0,0.0,Derrick Henry right end for 3 yards (tackle by Bobby McCain and Efe Obada),2.08,2.92,5.0,2022,75
1.0,5:23,1.0,10.0,WAS 40,0.0,0.0,Derrick Henry left guard for 3 yards (tackle by Cole Holcomb and Jonathan Bostic),2.92,2.78,5.0,2022,75
1.0,4:49,2.0,7.0,WAS 37,0.0,0.0,Ryan Tannehill pass complete short left to Derrick Henry for 24 yards (tackle by Cole Holcomb),2.78,4.71,5.0,2022,75
1.0,4:04,1.0,10.0,WAS 13,6.0,0.0,"Ryan Tannehill pass complete short middle to Dontrell Hilliard for 13 yards, touchdown",4.71,7.0,5.0,2022,75
1.0,3:58,,,WAS 15,7.0,0.0,Randy Bullock kicks extra point good,0.0,0.0,5.0,2022,75
1.0,3:58,,,TEN 35,7.0,0.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,75
1.0,3:58,1.0,10.0,WAS 25,7.0,0.0,Carson Wentz pass complete deep right to Curtis Samuel for 32 yards (tackle by Kevin Byard),0.61,2.72,5.0,2022,75
1.0,3:28,1.0,10.0,TEN 43,7.0,0.0,Antonio Gibson right end for no gain (tackle by David Long),2.72,2.18,5.0,2022,75
1.0,2:45,2.0,10.0,TEN 43,7.0,0.0,Carson Wentz pass complete short middle to Curtis Samuel for 11 yards (tackle by Joshua Kalu),2.18,3.45,5.0,2022,75
1.0,2:03,1.0,10.0,TEN 32,7.0,0.0,Carson Wentz pass incomplete short middle intended for Cole Turner (defended by Teair Tart),3.45,2.9,5.0,2022,75
1.0,1:59,2.0,10.0,TEN 32,7.0,0.0,Carson Wentz pass complete short right to Curtis Samuel for 2 yards (tackle by Caleb Farley),2.9,2.48,5.0,2022,75
1.0,1:15,3.0,8.0,TEN 30,7.0,0.0,"Carson Wentz aborted snap, recovered by Carson Wentz at TEN-32 and returned for -2 yards Carson Wentz for no gain",2.48,1.24,5.0,2022,75
1.0,0:31,4.0,10.0,TEN 32,7.0,3.0,Joey Slye 50 yard field goal good,1.24,3.0,5.0,2022,75
1.0,0:26,,,WAS 35,7.0,3.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,75
1.0,0:26,1.0,10.0,TEN 25,7.0,3.0,Derrick Henry left tackle for 5 yards (tackle by Jamin Davis),0.61,0.74,5.0,2022,75
2.0,15:00,2.0,5.0,TEN 30,7.0,3.0,Ryan Tannehill pass incomplete short left intended for Robert Woods,0.74,0.04,5.0,2022,75
2.0,14:55,3.0,5.0,TEN 30,7.0,3.0,Ryan Tannehill sacked by Montez Sweat for -7 yards,0.04,-1.83,5.0,2022,75
2.0,14:17,4.0,12.0,TEN 23,7.0,3.0,"Ryan Stonehouse punts 56 yards, returned by Dax Milne for 4 yards (tackle by Kevin Rader)",-1.83,-0.61,5.0,2022,75
2.0,14:06,1.0,10.0,WAS 25,7.0,9.0,"Carson Wentz pass complete deep middle to Dyami Brown for 75 yards, touchdown",0.61,7.0,5.0,2022,75
2.0,13:56,,,TEN 15,7.0,10.0,Joey Slye kicks extra point good,0.0,0.0,5.0,2022,75
2.0,13:56,,,WAS 35,7.0,10.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,75
2.0,13:56,1.0,10.0,TEN 25,7.0,10.0,Derrick Henry left end for 5 yards (tackle by Cole Holcomb and Jamin Davis),0.61,0.74,5.0,2022,75
2.0,13:15,2.0,5.0,TEN 30,7.0,10.0,Derrick Henry right guard for 15 yards (tackle by Bobby McCain),0.74,1.93,5.0,2022,75
2.0,12:26,1.0,10.0,TEN 45,7.0,10.0,"Derrick Henry left end for 2 yards (tackle by Cole Holcomb). Penalty on Cody Hollister: Offensive Holding, 10 yards (accepted)",1.93,1.27,5.0,2022,75
2.0,12:01,1.0,20.0,TEN 35,7.0,10.0,"Ryan Tannehill pass complete to Chigoziem Okonkwo for no gain. Penalty on Nicholas Petit-Frere: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.27,1.07,5.0,2022,75
2.0,11:34,1.0,23.0,TEN 32,7.0,10.0,Dontrell Hilliard left tackle for no gain (tackle by James Smith-Williams and Cole Holcomb),1.07,-0.37,5.0,2022,75
2.0,10:52,2.0,23.0,TEN 32,7.0,10.0,Ryan Tannehill pass incomplete short middle intended for Kyle Philips (defended by Rachad Wildgoose),-0.37,-1.02,5.0,2022,75
2.0,10:47,3.0,23.0,TEN 32,7.0,10.0,Ryan Tannehill sacked by and Jonathan Allen for -13 yards and Daron Payne for -13 yards,-1.02,-2.14,5.0,2022,75
2.0,10:12,4.0,36.0,TEN 19,7.0,10.0,"Ryan Stonehouse punts 66 yards, returned by Dax Milne for no gain (tackle by Hassan Haskins). Penalty on Christian Holmes: Offensive Holding, 7 yards (accepted)",-2.14,0.38,5.0,2022,75
2.0,10:00,1.0,10.0,WAS 8,7.0,10.0,Brian Robinson up the middle for 5 yards (tackle by Teair Tart and Denico Autry),-0.38,-0.41,5.0,2022,75
2.0,9:19,2.0,5.0,WAS 13,7.0,10.0,Carson Wentz pass complete short middle to Terry McLaurin for 25 yards (tackle by Jeffery Simmons),-0.41,1.47,5.0,2022,75
2.0,8:34,1.0,10.0,WAS 38,7.0,10.0,Carson Wentz sacked by Jeffery Simmons for no gain,1.47,0.92,5.0,2022,75
2.0,8:00,2.0,10.0,WAS 38,7.0,10.0,"Penalty on Nick Martin: False Start, 5 yards (accepted) (no play)",0.92,0.25,5.0,2022,75
2.0,7:36,2.0,15.0,WAS 33,7.0,10.0,Carson Wentz pass incomplete deep right intended for Dyami Brown,0.25,-0.43,5.0,2022,75
2.0,7:30,3.0,15.0,WAS 33,7.0,10.0,Carson Wentz pass incomplete deep right intended for Terry McLaurin,-0.43,-1.18,5.0,2022,75
2.0,7:26,4.0,15.0,WAS 33,7.0,10.0,Tress Way punts 48 yards downed by Darrick Forrest,-1.18,-0.15,5.0,2022,75
2.0,7:14,1.0,10.0,TEN 19,7.0,10.0,Derrick Henry for 6 yards (tackle by Jamin Davis and Kendall Fuller),0.15,-0.29,5.0,2022,75
2.0,6:48,1.0,14.0,TEN 15,7.0,10.0,Derrick Henry left tackle for 9 yards (tackle by Kendall Fuller),-0.29,0.34,5.0,2022,75
2.0,6:11,2.0,5.0,TEN 24,7.0,10.0,Ryan Tannehill right end for no gain (tackle by James Smith-Williams),0.34,-0.42,5.0,2022,75
2.0,5:27,3.0,5.0,TEN 24,7.0,10.0,Ryan Tannehill pass complete short middle to Dontrell Hilliard for 8 yards (tackle by Cole Holcomb),-0.42,1.07,5.0,2022,75
2.0,4:42,1.0,10.0,TEN 32,7.0,10.0,Derrick Henry left end for 13 yards (tackle by Jamin Davis and Bobby McCain),1.07,1.93,5.0,2022,75
2.0,4:00,1.0,10.0,TEN 45,7.0,10.0,Derrick Henry left end for 1 yard (tackle by Efe Obada),1.93,1.52,5.0,2022,75
2.0,3:20,2.0,9.0,TEN 46,7.0,10.0,Ryan Tannehill pass complete short right to Robert Woods for 12 yards (tackle by Bobby McCain),1.52,2.79,5.0,2022,75
2.0,2:44,1.0,10.0,WAS 42,7.0,10.0,Derrick Henry left tackle for 2 yards (tackle by Montez Sweat),2.79,2.51,5.0,2022,75
2.0,2:03,2.0,8.0,WAS 40,7.0,10.0,Ryan Tannehill pass incomplete short left intended for Dontrell Hilliard,2.51,1.82,5.0,2022,75
2.0,2:00,3.0,8.0,WAS 40,7.0,10.0,Ryan Tannehill pass complete to Dontrell Hilliard for 4 yards (tackle by Kamren Curl),1.82,4.17,5.0,2022,75
2.0,2:00,1.0,10.0,WAS 21,7.0,10.0,"Penalty on Efe Obada: Roughing the Passer, 15 yards (accepted) Penalty on Montez Sweat: Defensive Offside, 5 yards (declined) (no play)",4.17,4.17,5.0,2022,75
2.0,1:55,1.0,10.0,WAS 21,7.0,10.0,Derrick Henry up the middle for 4 yards (tackle by James Smith-Williams and Cole Holcomb),4.17,4.2,5.0,2022,75
2.0,1:32,2.0,6.0,WAS 17,7.0,10.0,Derrick Henry right end for 8 yards (tackle by Benjamin St-Juste and Cole Holcomb),4.2,5.14,5.0,2022,75
2.0,0:59,,,,,,Timeout #1 by Tennessee Titans,,,5.0,2022,75
2.0,0:59,1.0,9.0,WAS 9,7.0,10.0,Derrick Henry left tackle for 2 yards (tackle by Cole Holcomb and Rachad Wildgoose),5.14,4.76,5.0,2022,75
2.0,0:54,,,,,,Timeout #1 by Washington Commanders,,,5.0,2022,75
2.0,0:54,2.0,7.0,WAS 7,7.0,10.0,Ryan Tannehill pass complete short left to Derrick Henry for 6 yards (tackle by Jamin Davis),4.76,5.17,5.0,2022,75
2.0,0:20,,,,,,Timeout #2 by Tennessee Titans,,,5.0,2022,75
2.0,0:20,3.0,1.0,WAS 1,13.0,10.0,"Derrick Henry up the middle for 1 yard, touchdown",5.17,7.0,5.0,2022,75
2.0,0:14,,,WAS 15,14.0,10.0,Randy Bullock kicks extra point good,0.0,0.0,5.0,2022,75
2.0,0:17,,,TEN 35,14.0,10.0,"Randy Bullock kicks off 50 yards, returned by Jonathan Williams for 19 yards (tackle by Dylan Cole)",0.0,1.2,5.0,2022,75
2.0,0:10,1.0,10.0,WAS 34,14.0,10.0,Carson Wentz kneels for -1 yards,1.2,0.52,5.0,2022,75
3.0,15:00,,,TEN 35,14.0,10.0,"Randy Bullock kicks off 64 yards, returned by Dax Milne for 15 yards (tackle by Andrew Adams)",0.0,-0.14,5.0,2022,75
3.0,14:55,1.0,10.0,WAS 16,14.0,10.0,Carson Wentz pass complete deep middle to Terry McLaurin for 34 yards (tackle by Kevin Byard),-0.14,2.26,5.0,2022,75
3.0,14:10,1.0,10.0,WAS 50,14.0,10.0,Carson Wentz scrambles left guard for 5 yards (tackle by Jeffery Simmons),2.26,2.39,5.0,2022,75
3.0,13:28,2.0,5.0,TEN 45,14.0,10.0,Brian Robinson left tackle for 1 yard (tackle by Rashad Weaver and Jeffery Simmons),2.39,1.82,5.0,2022,75
3.0,12:46,3.0,4.0,TEN 44,14.0,10.0,Carson Wentz pass incomplete short left intended for Cole Turner,1.82,0.33,5.0,2022,75
3.0,12:41,4.0,4.0,TEN 44,14.0,10.0,Tress Way punts 40 yards out of bounds,0.33,0.38,5.0,2022,75
3.0,12:34,1.0,10.0,TEN 4,14.0,10.0,Derrick Henry up the middle for 2 yards (tackle by Daron Payne and Montez Sweat),-0.38,-0.63,5.0,2022,75
3.0,11:56,2.0,8.0,TEN 6,14.0,10.0,Ryan Tannehill pass incomplete short right intended for Robert Woods,-0.63,-1.19,5.0,2022,75
3.0,11:52,3.0,8.0,TEN 6,14.0,10.0,Ryan Tannehill pass complete short middle to Dontrell Hilliard for -2 yards (tackle by Kamren Curl),-1.19,-2.49,5.0,2022,75
3.0,11:12,4.0,10.0,TEN 4,14.0,10.0,"Ryan Stonehouse punts 50 yards, returned by Dax Milne for 8 yards (tackle by Chigoziem Okonkwo and Cody Hollister)",-2.49,-2.52,5.0,2022,75
3.0,11:00,1.0,10.0,TEN 46,14.0,10.0,Brian Robinson right guard for no gain (tackle by Teair Tart and David Long),2.52,1.98,5.0,2022,75
3.0,10:23,2.0,10.0,TEN 46,14.0,10.0,Brian Robinson left end for 6 yards (tackle by Kevin Byard and Joshua Kalu),1.98,2.08,5.0,2022,75
3.0,9:36,3.0,4.0,TEN 40,14.0,10.0,Carson Wentz pass incomplete short middle intended for Dyami Brown (defended by Jeffery Simmons),2.08,0.59,5.0,2022,75
3.0,9:32,4.0,4.0,TEN 40,14.0,10.0,Carson Wentz pass incomplete short middle intended for Curtis Samuel (defended by Rashad Weaver),0.59,-1.66,5.0,2022,75
3.0,9:28,1.0,10.0,TEN 41,14.0,10.0,Derrick Henry right tackle for -4 yards (tackle by Cole Holcomb),1.66,0.58,5.0,2022,75
3.0,8:50,2.0,14.0,TEN 37,14.0,10.0,Ryan Tannehill sacked by Efe Obada for -2 yards,0.58,-0.36,5.0,2022,75
3.0,8:06,3.0,16.0,TEN 35,14.0,10.0,Ryan Tannehill pass incomplete short right,-0.36,-1.04,5.0,2022,75
3.0,8:01,4.0,16.0,TEN 35,14.0,10.0,"Ryan Stonehouse punts 53 yards, returned by Dax Milne for 8 yards (tackle by Kevin Rader)",-1.04,-0.28,5.0,2022,75
3.0,7:50,1.0,10.0,WAS 20,14.0,10.0,Carson Wentz pass complete short middle to Antonio Gibson for 15 yards (tackle by David Long and Kevin Byard),0.28,1.27,5.0,2022,75
3.0,7:09,1.0,10.0,WAS 35,14.0,10.0,Carson Wentz pass complete short middle to Antonio Gibson for 9 yards (tackle by David Long),1.27,1.94,5.0,2022,75
3.0,6:45,2.0,1.0,WAS 44,14.0,10.0,Antonio Gibson right end for 3 yards (tackle by Kevin Strong and Naquan Jones),1.94,2.06,5.0,2022,75
3.0,6:06,1.0,10.0,WAS 47,14.0,10.0,Carson Wentz pass complete short right to John Bates for 20 yards (tackle by Kevin Byard),2.06,3.38,5.0,2022,75
3.0,5:24,1.0,10.0,TEN 33,14.0,10.0,Brian Robinson right tackle for 3 yards (tackle by David Long),3.38,3.24,5.0,2022,75
3.0,4:41,2.0,7.0,TEN 30,14.0,16.0,"Carson Wentz pass complete deep left to Dyami Brown for 30 yards, touchdown",3.24,7.0,5.0,2022,75
3.0,4:36,,,TEN 15,14.0,17.0,Joey Slye kicks extra point good,0.0,0.0,5.0,2022,75
3.0,4:36,,,WAS 35,14.0,17.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,75
3.0,4:36,1.0,10.0,TEN 25,14.0,17.0,Derrick Henry right end for 2 yards (tackle by Montez Sweat and Jonathan Bostic),0.61,0.33,5.0,2022,75
3.0,4:18,2.0,8.0,TEN 27,14.0,17.0,Ryan Tannehill pass complete deep left to Nick Westbrook-Ikhine for 61 yards (tackle by Bobby McCain),0.33,4.78,5.0,2022,75
3.0,3:27,1.0,10.0,WAS 12,14.0,17.0,Ryan Tannehill pass incomplete short middle intended for Chigoziem Okonkwo,4.78,4.1,5.0,2022,75
3.0,3:23,2.0,10.0,WAS 12,14.0,17.0,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",4.1,3.42,5.0,2022,75
3.0,3:23,2.0,15.0,WAS 17,14.0,17.0,Ryan Tannehill pass complete short left to Robert Woods for 13 yards (tackle by Benjamin St-Juste),3.42,4.84,5.0,2022,75
3.0,2:36,3.0,2.0,WAS 4,14.0,17.0,"Penalty on TEN: Delay of Game, 5 yards (accepted) (no play)",4.84,3.7,5.0,2022,75
3.0,2:14,3.0,7.0,WAS 9,14.0,17.0,Ryan Tannehill pass complete short middle to Austin Hooper for 7 yards (tackle by Darrick Forrest),3.7,6.74,5.0,2022,75
3.0,1:35,1.0,2.0,WAS 2,14.0,17.0,Derrick Henry right end for 1 yard (tackle by Rachad Wildgoose and Darrick Forrest),6.74,5.91,5.0,2022,75
3.0,1:06,2.0,1.0,WAS 1,20.0,17.0,"Derrick Henry up the middle for 1 yard, touchdown",5.91,7.0,5.0,2022,75
3.0,1:03,,,WAS 15,21.0,17.0,Randy Bullock kicks extra point good,0.0,0.0,5.0,2022,75
3.0,1:03,,,TEN 35,21.0,17.0,"Randy Bullock kicks off 54 yards, returned by Dax Milne for 12 yards (tackle by Dylan Cole and Hassan Haskins)",0.0,0.48,5.0,2022,75
3.0,0:58,1.0,10.0,WAS 23,21.0,17.0,Carson Wentz pass complete short middle to Terry McLaurin for 2 yards (tackle by Kevin Byard),0.48,0.2,5.0,2022,75
3.0,0:20,2.0,8.0,WAS 25,21.0,17.0,"Carson Wentz pass complete to Antonio Gibson for no gain. Penalty on Andrew Norwell: Offensive Holding, 10 yards (accepted) (no play)",0.2,-1.28,5.0,2022,75
4.0,15:00,2.0,18.0,WAS 15,21.0,17.0,Carson Wentz pass complete short left to Terry McLaurin for 5 yards (tackle by Kristian Fulton and David Long),-1.28,-1.15,5.0,2022,75
4.0,14:18,3.0,13.0,WAS 20,21.0,17.0,Carson Wentz sacked by Denico Autry for -9 yards,-1.15,-2.49,5.0,2022,75
4.0,13:42,4.0,22.0,WAS 11,21.0,17.0,"Tress Way punts 39 yards, fair catch by Robert Woods at 50",-2.49,-2.26,5.0,2022,75
4.0,13:35,1.0,10.0,TEN 50,21.0,17.0,Ryan Tannehill pass complete short left to Robert Woods for 3 yards (tackle by Kendall Fuller),2.26,2.12,5.0,2022,75
4.0,13:15,2.0,7.0,WAS 47,21.0,17.0,Derrick Henry right end for 5 yards (tackle by Cole Holcomb),2.12,2.08,5.0,2022,75
4.0,12:38,3.0,2.0,WAS 42,21.0,17.0,Ryan Tannehill pass incomplete short middle intended for Robert Woods,2.08,0.46,5.0,2022,75
4.0,12:35,4.0,2.0,WAS 42,21.0,17.0,Derrick Henry right guard for 4 yards (tackle by Casey Toohill),0.46,3.05,5.0,2022,75
4.0,11:58,1.0,10.0,WAS 38,21.0,17.0,Derrick Henry up the middle for 4 yards (tackle by Cole Holcomb),3.05,3.05,5.0,2022,75
4.0,11:22,2.0,6.0,WAS 34,21.0,17.0,Derrick Henry right tackle for no gain (tackle by Cole Holcomb),3.05,2.34,5.0,2022,75
4.0,10:42,3.0,6.0,WAS 34,21.0,17.0,Ryan Tannehill sacked by James Smith-Williams for -16 yards,2.34,-0.06,5.0,2022,75
4.0,10:00,4.0,22.0,WAS 50,21.0,17.0,Ryan Stonehouse punts 40 yards out of bounds,-0.06,0.38,5.0,2022,75
4.0,9:53,1.0,10.0,WAS 10,21.0,17.0,Brian Robinson left end for 1 yard (tackle by Kristian Fulton and Denico Autry),-0.38,-0.71,5.0,2022,75
4.0,9:25,2.0,9.0,WAS 11,21.0,17.0,"Carson Wentz pass incomplete intended for Cam Sims. Penalty on Jeffery Simmons: Roughing the Passer, 15 yards (accepted) (no play)",-0.71,0.67,5.0,2022,75
4.0,9:20,1.0,10.0,WAS 26,21.0,17.0,"Penalty on Andrew Norwell: False Start, 5 yards (accepted) (no play)",0.67,0.34,5.0,2022,75
4.0,9:20,1.0,15.0,WAS 21,21.0,17.0,Carson Wentz sacked by and Jeffery Simmons for -8 yards and Sam Okuayinonu for -8 yards,0.34,-1.72,5.0,2022,75
4.0,8:38,2.0,23.0,WAS 13,21.0,17.0,Carson Wentz pass complete short middle to J.D. McKissic for 14 yards (tackle by Roger McCreary),-1.72,-0.43,5.0,2022,75
4.0,7:53,3.0,9.0,WAS 27,21.0,17.0,Carson Wentz pass complete short middle to J.D. McKissic for 3 yards (tackle by Roger McCreary),-0.43,-1.37,5.0,2022,75
4.0,7:16,4.0,6.0,WAS 30,21.0,17.0,"Tress Way punts 45 yards, returned by Robert Woods for no gain (tackle by Christian Holmes)",-1.37,-0.61,5.0,2022,75
4.0,7:08,1.0,10.0,TEN 25,21.0,17.0,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",0.61,0.28,5.0,2022,75
4.0,7:08,1.0,15.0,TEN 20,21.0,17.0,Derrick Henry left tackle for 4 yards (tackle by Daron Payne),0.28,-0.07,5.0,2022,75
4.0,6:30,2.0,11.0,TEN 24,21.0,17.0,Ryan Tannehill pass complete short right to Geoff Swaim for 5 yards (tackle by Bobby McCain),-0.07,-0.1,5.0,2022,75
4.0,5:43,3.0,6.0,TEN 29,21.0,17.0,Ryan Tannehill scrambles right end for 1 yard (tackle by Cole Holcomb),-0.1,-1.37,5.0,2022,75
4.0,4:58,4.0,5.0,TEN 30,21.0,17.0,Ryan Stonehouse punts 59 yards downed by Lonnie Johnson,-1.37,0.37,5.0,2022,75
4.0,4:46,1.0,10.0,WAS 11,21.0,17.0,Carson Wentz pass complete short middle to Antonio Gibson for 9 yards (tackle by David Long and Dylan Cole),-0.37,0.36,5.0,2022,75
4.0,4:05,2.0,1.0,WAS 20,21.0,17.0,Carson Wentz pass incomplete short middle intended for Antonio Gibson,0.36,-0.37,5.0,2022,75
4.0,4:01,3.0,1.0,WAS 20,21.0,17.0,"Carson Wentz pass incomplete deep left intended for Cam Sims WAS challenged the pass completion ruling, and the play was upheld.",-0.37,-2.03,5.0,2022,75
4.0,3:55,4.0,1.0,WAS 20,21.0,17.0,Brian Robinson right guard for 2 yards (tackle by David Long),-2.03,0.41,5.0,2022,75
4.0,3:20,1.0,10.0,WAS 22,21.0,17.0,"Carson Wentz for no gain. Carson Wentz fumbles, recovered by Carson Wentz at WAS-22 Carson Wentz pass complete short middle to John Bates for 9 yards (tackle by Kristian Fulton)",0.41,1.08,5.0,2022,75
4.0,2:53,2.0,1.0,WAS 31,21.0,17.0,Brian Robinson left end for 2 yards (tackle by Kevin Strong),1.08,1.14,5.0,2022,75
4.0,2:27,1.0,10.0,WAS 33,21.0,17.0,Carson Wentz pass complete short right to Cam Sims for 7 yards (tackle by Terrance Mitchell),1.14,1.54,5.0,2022,75
4.0,2:02,2.0,3.0,WAS 40,21.0,17.0,Carson Wentz pass complete short middle to Curtis Samuel for 8 yards (tackle by David Long),1.54,2.13,5.0,2022,75
4.0,1:58,1.0,10.0,WAS 48,21.0,17.0,Carson Wentz pass complete short right to J.D. McKissic for 5 yards (tackle by Andrew Adams),2.13,2.26,5.0,2022,75
4.0,1:34,2.0,5.0,TEN 47,21.0,17.0,Carson Wentz scrambles up the middle for 8 yards (tackle by Terrance Mitchell and Kevin Byard),2.26,2.98,5.0,2022,75
4.0,1:07,1.0,10.0,TEN 39,21.0,17.0,"Carson Wentz pass incomplete intended for Armani Rogers. Penalty on Nick Martin: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",2.98,2.32,5.0,2022,75
4.0,1:03,1.0,20.0,TEN 49,21.0,17.0,Carson Wentz pass complete short right to John Bates for 10 yards (tackle by Andrew Adams),2.32,2.44,5.0,2022,75
4.0,1:00,2.0,10.0,TEN 39,21.0,17.0,Carson Wentz pass complete short left to Terry McLaurin for 10 yards (tackle by Kevin Byard),2.44,3.64,5.0,2022,75
4.0,0:53,1.0,10.0,TEN 29,21.0,17.0,"Penalty on Cornelius Lucas: False Start, 5 yards (accepted) (no play)",3.64,3.31,5.0,2022,75
4.0,0:53,1.0,15.0,TEN 34,21.0,17.0,Carson Wentz pass complete short left to Curtis Samuel for 1 yard (tackle by Terrance Mitchell),3.31,2.56,5.0,2022,75
4.0,0:36,,,,,,Timeout #2 by Washington Commanders,,,5.0,2022,75
4.0,0:36,2.0,14.0,TEN 33,21.0,17.0,Carson Wentz pass complete short middle to J.D. McKissic for 9 yards (tackle by David Long),2.56,3.07,5.0,2022,75
4.0,0:28,,,,,,Timeout #3 by Washington Commanders,,,5.0,2022,75
4.0,0:28,3.0,5.0,TEN 24,21.0,17.0,Carson Wentz pass complete short right to Curtis Samuel for 8 yards (tackle by Terrance Mitchell),3.07,4.51,5.0,2022,75
4.0,0:24,1.0,10.0,TEN 16,21.0,17.0,"Carson Wentz pass incomplete intended for Terry McLaurin. Penalty on Kristian Fulton: Defensive Pass Interference, 14 yards (accepted) (no play)",4.51,6.74,5.0,2022,75
4.0,0:19,,,,,,Timeout #1 by Tennessee Titans,,,5.0,2022,75
4.0,0:19,1.0,2.0,TEN 2,21.0,17.0,Carson Wentz pass incomplete short left,6.74,5.72,5.0,2022,75
4.0,0:13,2.0,2.0,TEN 2,21.0,17.0,Carson Wentz pass incomplete short middle intended for J.D. McKissic (defended by Teair Tart),5.72,4.95,5.0,2022,75
