Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Cooper Rush,DAL,2,0,5.0,2022,78
Tony Pollard,DAL,0,0,5.0,2022,78
Ezekiel Elliott,DAL,0,0,5.0,2022,78
CeeDee Lamb,DAL,0,0,5.0,2022,78
Michael Gallup,DAL,0,0,5.0,2022,78
Noah Brown,DAL,0,0,5.0,2022,78
Dalton Schultz,DAL,0,0,5.0,2022,78
Matthew Stafford,LAR,2,2,5.0,2022,78
Cooper Kupp,LAR,0,0,5.0,2022,78
Riley Dixon,LAR,0,0,5.0,2022,78
Cam Akers,LAR,0,0,5.0,2022,78
Brandon Powell,LAR,0,0,5.0,2022,78
Tutu Atwell,LAR,0,0,5.0,2022,78
Tyler Higbee,LAR,0,0,5.0,2022,78
Ben Skowronek,LAR,0,0,5.0,2022,78
Darrell Henderson,LAR,0,0,5.0,2022,78
Allen Robinson,LAR,0,0,5.0,2022,78
Jake Gervase,LAR,0,0,5.0,2022,78
