Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Falcons,-6.0,3.9,-4.07,7.55,0.0,-13.3,-16.82,2.78,0.0,1.34,-1.37,2.0,3.67,-1.05,-1.91,5.0,2022,67
Buccaneers,6.0,13.3,16.82,-2.78,0.0,-3.9,4.07,-7.55,0.0,-1.34,-2.0,1.37,1.05,-3.67,1.91,5.0,2022,67
