Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Ja'Marr Chase,CIN,12,7,50,0,3.0,14,2.0,36,5.1,4.2,0,,0,0.0,1,33.3,5.0,2022,79
Hayden Hurst,CIN,7,6,53,1,2.0,35,5.8,18,3.0,5.1,1,6.0,0,0.0,0,137.8,5.0,2022,79
Samaje Perine,CIN,4,4,39,0,2.0,-8,-2.0,47,11.8,-2.0,1,4.0,0,0.0,0,107.3,5.0,2022,79
Tyler Boyd,CIN,4,3,32,0,2.0,11,3.7,21,7.0,1.5,1,3.0,0,0.0,0,97.9,5.0,2022,79
Joe Mixon,CIN,3,3,10,0,0.0,-6,-2.0,16,5.3,-2.0,0,,0,0.0,0,80.6,5.0,2022,79
Mike Thomas,CIN,3,1,33,0,1.0,10,10.0,23,23.0,12.3,0,,0,0.0,0,75.7,5.0,2022,79
Stanley Morgan Jr.,CIN,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6,5.0,2022,79
Mark Andrews,BAL,10,8,89,1,5.0,52,6.5,37,4.6,6.4,0,,0,0.0,0,137.1,5.0,2022,79
Devin Duvernay,BAL,7,5,54,0,2.0,30,6.0,24,4.8,15.9,0,,0,0.0,0,93.7,5.0,2022,79
Isaiah Likely,BAL,2,2,7,0,,-1,-0.5,8,4.0,-0.5,0,,0,0.0,0,81.2,5.0,2022,79
Kenyan Drake,BAL,1,1,1,0,0.0,-2,-2.0,3,3.0,-2.0,0,,0,0.0,0,79.2,5.0,2022,79
James Proche,BAL,2,1,7,0,,5,5.0,2,2.0,5.5,0,,0,0.0,0,58.3,5.0,2022,79
Demarcus Robinson,BAL,2,1,8,0,,8,8.0,0,0.0,17.0,0,,0,0.0,1,20.8,5.0,2022,79
Tylan Wallace,BAL,2,1,8,0,,7,7.0,1,1.0,21.0,0,,0,0.0,0,60.4,5.0,2022,79
Josh Oliver,BAL,1,0,0,0,,0,,0,,-4.0,0,,0,0.0,0,39.6,5.0,2022,79
