Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA,week,year,game_id
1,4:26,3.0,9.0,IND 41,0.0,3.0,"Matt Ryan pass incomplete short right intended for Kylen Granson. Penalty on Bernhard Raimann: Offensive Holding, 10 yards (declined)",0.5,-0.65,5.0,2022,65
1,4:22,4.0,9.0,IND 41,0.0,3.0,"Matt Haack punts 49 yards, returned by Montrell Washington for 3 yards (tackle by Ashton Dulin)",-0.65,0.32,5.0,2022,65
1,4:12,1.0,10.0,DEN 13,0.0,3.0,Mike Boone left tackle for 3 yards (tackle by Ben Banogu and DeForest Buckner),-0.32,-0.44,5.0,2022,65
1,3:34,2.0,7.0,DEN 16,0.0,3.0,Russell Wilson pass incomplete deep left intended for Jerry Jeudy (defended by Rodney Thomas),-0.44,-1.06,5.0,2022,65
1,3:25,3.0,7.0,DEN 16,0.0,3.0,Russell Wilson pass complete short middle to Eric Saubert for 2 yards (tackle by Isaiah Rodgers),-1.06,-2.24,5.0,2022,65
1,2:52,4.0,5.0,DEN 18,0.0,3.0,"Corliss Waitman punts 50 yards, recovered by Isaiah Rodgers at IND-32 (tackle by Tyrie Cleveland)",-2.24,-1.07,5.0,2022,65
1,2:41,1.0,10.0,IND 32,0.0,3.0,Phillip Lindsay right tackle for 6 yards (tackle by K'Waun Williams and Baron Browning),1.07,1.34,5.0,2022,65
1,2:06,2.0,4.0,IND 38,0.0,3.0,Phillip Lindsay left tackle for 2 yards (tackle by D.J. Jones and Jonas Griffith),1.34,0.89,5.0,2022,65
1,1:14,3.0,2.0,IND 40,0.0,3.0,"Matt Ryan pass complete short middle to Jelani Woods for no gain (tackle by Caden Sterns). Penalty on Bernhard Raimann: Offensive Holding, 10 yards (accepted) (no play)",0.89,-0.43,5.0,2022,65
1,0:53,3.0,12.0,IND 30,0.0,3.0,Matt Ryan sacked by Bradley Chubb for -9 yards,-0.43,-1.96,5.0,2022,65
1,0:21,4.0,21.0,IND 21,0.0,3.0,Matt Haack punts 45 yards out of bounds,-1.96,-1.2,5.0,2022,65
1,0:12,1.0,10.0,DEN 34,0.0,3.0,Russell Wilson scrambles for 6 yards (tackle by Dayo Odeyingbo),1.2,1.47,5.0,2022,65
2,15:00,2.0,4.0,DEN 40,0.0,3.0,Russell Wilson pass complete short right to Courtland Sutton for 6 yards (tackle by Kenny Moore),1.47,1.99,5.0,2022,65
2,14:29,1.0,10.0,DEN 46,0.0,3.0,Russell Wilson pass complete short right to Melvin Gordon for 11 yards (tackle by Zaire Franklin),1.99,2.72,5.0,2022,65
2,14:01,1.0,10.0,IND 43,0.0,3.0,Russell Wilson pass complete short left to Albert Okwuegbunam for 5 yards (tackle by Stephon Gilmore),2.72,2.85,5.0,2022,65
2,13:26,2.0,5.0,IND 38,0.0,3.0,Melvin Gordon up the middle for 4 yards (tackle by Zaire Franklin and Ifeadi Odenigbo),2.85,2.68,5.0,2022,65
2,12:41,3.0,1.0,IND 34,0.0,3.0,Melvin Gordon left guard for 3 yards (tackle by Stephon Gilmore),2.68,3.51,5.0,2022,65
2,12:03,1.0,10.0,IND 31,0.0,3.0,"Penalty on Garett Bolles: False Start, 5 yards (accepted) (no play)",3.51,3.18,5.0,2022,65
2,11:50,1.0,15.0,IND 36,0.0,3.0,Russell Wilson pass incomplete deep left intended for Courtland Sutton,3.18,2.29,5.0,2022,65
2,11:46,2.0,15.0,IND 36,0.0,3.0,Russell Wilson pass incomplete deep left intended for Courtland Sutton,2.29,1.62,5.0,2022,65
2,11:42,3.0,15.0,IND 36,0.0,3.0,Russell Wilson pass complete short left to KJ Hamler for 10 yards (tackle by Isaiah Rodgers),1.62,1.79,5.0,2022,65
2,11:02,4.0,5.0,IND 26,0.0,6.0,Brandon McManus 44 yard field goal good,1.79,3.0,5.0,2022,65
2,10:58,,,DEN 35,0.0,6.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,65
2,10:58,1.0,10.0,IND 25,0.0,6.0,Phillip Lindsay left guard for 3 yards (tackle by Bradley Chubb),0.61,0.47,5.0,2022,65
2,10:27,2.0,7.0,IND 28,0.0,6.0,Phillip Lindsay left guard for 4 yards (tackle by Bradley Chubb),0.47,0.3,5.0,2022,65
2,9:49,3.0,3.0,IND 32,0.0,6.0,Matt Ryan pass complete short middle to Michael Pittman for 15 yards (tackle by Patrick Surtain and Jonas Griffith),0.3,2.06,5.0,2022,65
2,9:10,1.0,10.0,IND 47,0.0,6.0,Deon Jackson right guard for 2 yards (tackle by Jonas Griffith and Josey Jewell),2.06,1.79,5.0,2022,65
2,8:37,2.0,8.0,IND 49,0.0,6.0,"Matt Ryan pass incomplete deep left intended for Ashton Dulin. Penalty on Bernhard Raimann: Offensive Holding, 10 yards (accepted) (no play)",1.79,0.44,5.0,2022,65
2,8:24,2.0,18.0,IND 39,0.0,6.0,"Matt Ryan pass complete short middle to Alec Pierce for 12 yards. Alec Pierce fumbles (forced by Patrick Surtain), recovered by Parris Campbell at DEN-43 (tackle by Patrick Surtain)",0.44,2.72,5.0,2022,65
2,8:15,1.0,10.0,DEN 43,0.0,6.0,Phillip Lindsay up the middle for 4 yards (tackle by Matt Henningsen and Caden Sterns),2.72,2.72,5.0,2022,65
2,6:55,2.0,6.0,DEN 39,0.0,6.0,Phillip Lindsay right guard for 15 yards (tackle by Kareem Jackson),2.72,3.97,5.0,2022,65
2,6:30,1.0,10.0,DEN 24,0.0,6.0,Deon Jackson left guard for no gain (tackle by D.J. Jones),3.97,3.43,5.0,2022,65
2,5:53,2.0,10.0,DEN 24,0.0,6.0,Matt Ryan pass short middle intended for Kylen Granson is intercepted by Caden Sterns at DEN-15 and returned for 23 yards (tackle by Deon Jackson),3.43,-1.47,5.0,2022,65
2,5:39,1.0,10.0,DEN 38,0.0,6.0,Russell Wilson pass incomplete short left intended for Courtland Sutton (defended by Grover Stewart),1.47,0.92,5.0,2022,65
2,5:36,2.0,10.0,DEN 38,0.0,6.0,"Russell Wilson pass incomplete short left intended for Eric Saubert. Penalty on Rodney McLeod: Defensive Pass Interference, 14 yards (accepted) (no play)",0.92,2.39,5.0,2022,65
2,5:32,1.0,10.0,IND 48,0.0,6.0,Melvin Gordon right guard for 4 yards (tackle by Grover Stewart),2.39,2.39,5.0,2022,65
2,4:55,2.0,6.0,IND 44,0.0,6.0,"Melvin Gordon left end for no gain (tackle by E.J. Speed). Penalty on Andrew Beck: Offensive Holding, 10 yards (accepted) (no play)",2.39,1.04,5.0,2022,65
2,4:31,2.0,16.0,DEN 46,0.0,6.0,Russell Wilson pass incomplete short middle intended for Jerry Jeudy,1.04,0.37,5.0,2022,65
2,4:26,3.0,16.0,DEN 46,0.0,6.0,Russell Wilson pass complete short left to Mike Boone for 5 yards (tackle by Bobby Okereke),0.37,0.0,5.0,2022,65
2,3:59,4.0,11.0,IND 49,0.0,6.0,Corliss Waitman punts 34 yards downed by Jonas Griffith,0.0,0.22,5.0,2022,65
2,3:48,1.0,10.0,IND 15,0.0,6.0,Matt Ryan pass complete short middle to Michael Pittman for 10 yards (tackle by Ronald Darby),-0.22,0.61,5.0,2022,65
2,3:18,1.0,10.0,IND 25,0.0,6.0,Deon Jackson right guard for 2 yards (tackle by Eyioma Uwazurike and Josey Jewell),0.61,0.33,5.0,2022,65
2,2:38,2.0,8.0,IND 27,0.0,6.0,Matt Ryan pass incomplete short right,0.33,-0.36,5.0,2022,65
2,2:32,3.0,8.0,IND 27,0.0,6.0,"Matt Ryan pass complete short left to Alec Pierce for 6 yards (tackle by Ronald Darby) Replay Assistant challenged the first down ruling, and the original play was overturned. Matt Ryan pass complete short left to Alec Pierce for 8 yards (tackle by Ronald Darby)",-0.36,1.27,5.0,2022,65
2,2:12,1.0,10.0,IND 35,0.0,6.0,Matt Ryan pass complete short left to Phillip Lindsay for 7 yards (tackle by Patrick Surtain),1.27,1.67,5.0,2022,65
2,2:00,2.0,3.0,IND 42,0.0,6.0,"Penalty on Bernhard Raimann: False Start, 5 yards (accepted) (no play)",1.67,0.99,5.0,2022,65
2,2:00,2.0,8.0,IND 37,0.0,6.0,Matt Ryan pass complete short middle to Michael Pittman for 19 yards (tackle by K'Waun Williams),0.99,2.65,5.0,2022,65
2,1:39,1.0,10.0,DEN 44,0.0,6.0,Matt Ryan pass incomplete short left intended for Alec Pierce,2.65,2.11,5.0,2022,65
2,1:31,2.0,10.0,DEN 44,0.0,6.0,Matt Ryan pass incomplete short right intended for Parris Campbell (defended by Ronald Darby),2.11,1.42,5.0,2022,65
2,1:28,,,,,,Timeout #1 by Indianapolis Colts,,,5.0,2022,65
2,1:28,3.0,10.0,DEN 44,0.0,6.0,"Matt Ryan pass complete deep left to Ashton Dulin for 18 yards (tackle by Damarri Mathis). Penalty on Baron Browning: Defensive Offside, 5 yards (declined)",1.42,3.84,5.0,2022,65
2,1:20,1.0,10.0,DEN 26,0.0,6.0,Matt Ryan pass complete short left to Michael Pittman for 11 yards (tackle by Josey Jewell and Patrick Surtain),3.84,4.58,5.0,2022,65
2,0:53,1.0,10.0,DEN 15,0.0,6.0,"Matt Ryan sacked by and Josey Jewell for -18 yards and Dre'Mont Jones for -18 yards. Matt Ryan fumbles (forced by Josey Jewell), recovered by Quenton Nelson at DEN-33 (tackle by Josey Jewell) (tackle by Josey Jewell)",4.58,1.59,5.0,2022,65
2,0:30,,,,,,Timeout #2 by Indianapolis Colts,,,5.0,2022,65
2,0:30,2.0,28.0,DEN 33,0.0,6.0,Matt Ryan sacked by Baron Browning for -10 yards,1.59,-0.36,5.0,2022,65
2,0:21,,,,,,Timeout #3 by Indianapolis Colts,,,5.0,2022,65
2,0:21,3.0,38.0,DEN 43,0.0,6.0,Matt Ryan pass complete short left to Alec Pierce for 10 yards (tackle by Patrick Surtain),-0.36,1.15,5.0,2022,65
2,0:17,4.0,28.0,DEN 33,3.0,6.0,Chase McLaughlin 52 yard field goal good,1.15,3.0,5.0,2022,65
2,0:12,,,IND 35,3.0,6.0,"Penalty on E.J. Speed: Offside on Free Kick, 5 yards (accepted) (no play)",0.0,0.0,5.0,2022,65
2,0:12,,,IND 30,3.0,6.0,"Chase McLaughlin kicks off 77 yards, returned by Montrell Washington for 20 yards. Montrell Washington fumbles (forced by Dallis Flowers), recovered by Montrell Washington at DEN-13 (tackle by Dallis Flowers)",0.0,-0.32,5.0,2022,65
2,0:12,1.0,10.0,DEN 13,3.0,6.0,Russell Wilson kneels for -1 yards,-0.32,-0.85,5.0,2022,65
3,15:00,,,IND 35,3.0,6.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,65
3,15:00,1.0,10.0,DEN 25,3.0,6.0,Russell Wilson pass complete short right to Eric Saubert for 10 yards (tackle by Zaire Franklin),0.61,1.27,5.0,2022,65
3,14:18,1.0,10.0,DEN 35,3.0,6.0,Russell Wilson pass incomplete short right intended for Eric Tomlinson,1.27,0.72,5.0,2022,65
3,14:17,2.0,10.0,DEN 35,3.0,6.0,"Russell Wilson sacked by DeForest Buckner for -7 yards. Russell Wilson fumbles (forced by DeForest Buckner), recovered by Russell Wilson at DEN-28 and returned for 7 yards",0.72,-0.89,5.0,2022,65
3,13:36,3.0,17.0,DEN 28,3.0,6.0,Russell Wilson pass complete to Mike Boone for 8 yards (tackle by Bobby Okereke),-0.89,-0.98,5.0,2022,65
3,12:59,4.0,9.0,DEN 36,3.0,6.0,"Corliss Waitman punts 43 yards, returned by Isaiah Rodgers for 13 yards (tackle by Jacob Bobenmoyer)",-0.98,-1.2,5.0,2022,65
3,12:48,1.0,10.0,IND 34,3.0,6.0,Matt Ryan pass complete short left to Alec Pierce for 5 yards (tackle by Damarri Mathis),1.2,1.33,5.0,2022,65
3,12:15,2.0,5.0,IND 39,3.0,6.0,Phillip Lindsay left tackle for 2 yards (tackle by Alex Singleton),1.33,0.89,5.0,2022,65
3,11:38,3.0,3.0,IND 41,3.0,6.0,Matt Ryan pass complete short middle to Alec Pierce for 13 yards (tackle by Damarri Mathis),0.89,2.52,5.0,2022,65
3,10:58,1.0,10.0,DEN 46,3.0,6.0,Deon Jackson left guard for 2 yards (tackle by Jonas Griffith),2.52,2.25,5.0,2022,65
3,10:19,2.0,8.0,DEN 44,3.0,6.0,Deon Jackson right guard for 13 yards (tackle by Kareem Jackson and Alex Singleton),2.25,3.51,5.0,2022,65
3,9:43,1.0,10.0,DEN 31,3.0,6.0,Deon Jackson left tackle for -1 yards (tackle by DeShawn Williams),3.51,2.83,5.0,2022,65
3,9:09,2.0,11.0,DEN 32,3.0,6.0,Matt Ryan pass incomplete short left intended for Phillip Lindsay,2.83,2.15,5.0,2022,65
3,9:01,3.0,11.0,DEN 32,3.0,6.0,Matt Ryan pass incomplete short left,2.15,1.24,5.0,2022,65
3,8:56,4.0,11.0,DEN 32,6.0,6.0,Chase McLaughlin 51 yard field goal good,1.24,3.0,5.0,2022,65
3,8:51,,,IND 35,6.0,6.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,65
3,8:51,1.0,10.0,DEN 25,6.0,6.0,Devine Ozigbo up the middle for 2 yards (tackle by Isaiah Rodgers),0.61,0.33,5.0,2022,65
3,8:13,2.0,8.0,DEN 27,6.0,6.0,Russell Wilson pass complete deep middle to Courtland Sutton for 51 yards (tackle by Rodney Thomas),0.33,4.11,5.0,2022,65
3,7:18,1.0,10.0,IND 22,6.0,6.0,Montrell Washington left end for 9 yards (tackle by Bobby Okereke),4.11,5.06,5.0,2022,65
3,6:44,2.0,1.0,IND 13,6.0,6.0,Melvin Gordon left guard for 4 yards (tackle by Isaiah Rodgers),5.06,5.14,5.0,2022,65
3,6:03,1.0,9.0,IND 9,6.0,6.0,Melvin Gordon left tackle for -1 yards (tackle by Bobby Okereke),5.14,4.19,5.0,2022,65
3,5:25,2.0,10.0,IND 10,6.0,6.0,Russell Wilson sacked by DeForest Buckner for -6 yards,4.19,2.85,5.0,2022,65
3,4:46,3.0,16.0,IND 16,6.0,6.0,Russell Wilson pass incomplete deep left intended for Eric Saubert,2.85,2.38,5.0,2022,65
3,4:35,4.0,16.0,IND 16,6.0,6.0,Brandon McManus 34 yard field goal no good blocked by Grover Stewart,2.38,-0.54,5.0,2022,65
3,4:30,1.0,10.0,IND 24,6.0,6.0,Matt Ryan pass incomplete short right,0.54,0.0,5.0,2022,65
3,4:26,2.0,10.0,IND 24,6.0,6.0,Matt Ryan pass complete short right to Deon Jackson for -5 yards (tackle by Alex Singleton),0.0,-1.43,5.0,2022,65
3,4:04,3.0,15.0,IND 19,6.0,6.0,Matt Ryan pass short middle intended for Michael Pittman is intercepted by Caden Sterns at IND-29 and returned for 2 yards (tackle by Michael Pittman),-1.43,-3.78,5.0,2022,65
3,3:38,1.0,10.0,IND 27,6.0,6.0,Russell Wilson pass incomplete short left,3.78,3.23,5.0,2022,65
3,3:34,2.0,10.0,IND 27,6.0,6.0,Russell Wilson pass incomplete deep left intended for Andrew Beck (defended by Kenny Moore),3.23,2.54,5.0,2022,65
3,3:28,3.0,10.0,IND 27,6.0,6.0,Russell Wilson pass incomplete deep left intended for Jerry Jeudy,2.54,1.67,5.0,2022,65
3,3:23,4.0,10.0,IND 27,6.0,9.0,Brandon McManus 45 yard field goal good,1.67,3.0,5.0,2022,65
3,3:19,,,DEN 35,6.0,9.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,65
3,3:19,1.0,10.0,IND 25,6.0,9.0,Phillip Lindsay left guard for 2 yards (tackle by Alex Singleton and Kareem Jackson),0.61,0.33,5.0,2022,65
3,2:48,2.0,8.0,IND 27,6.0,9.0,Phillip Lindsay left tackle for 2 yards (tackle by K'Waun Williams),0.33,-0.1,5.0,2022,65
3,2:05,3.0,6.0,IND 29,6.0,9.0,Matt Ryan pass incomplete short middle intended for Michael Pittman (defended by K'Waun Williams),-0.1,-1.44,5.0,2022,65
3,2:00,4.0,6.0,IND 29,6.0,9.0,"Matt Haack punts 49 yards, fair catch by Montrell Washington at DEN-22",-1.44,-0.41,5.0,2022,65
3,1:52,1.0,10.0,DEN 22,6.0,9.0,Russell Wilson pass complete short middle to Eric Saubert for 7 yards (tackle by Grover Stewart and Zaire Franklin),0.41,0.81,5.0,2022,65
3,1:16,2.0,3.0,DEN 29,6.0,9.0,Russell Wilson pass complete short left to Jerry Jeudy for 5 yards (tackle by Stephon Gilmore and Rodney Thomas),0.81,1.2,5.0,2022,65
3,0:34,1.0,10.0,DEN 34,6.0,9.0,Russell Wilson pass incomplete short middle intended for Jerry Jeudy (defended by DeForest Buckner),1.2,0.66,5.0,2022,65
3,0:30,2.0,10.0,DEN 34,6.0,9.0,Russell Wilson pass complete short left to Mike Boone for 34 yards (tackle by Zaire Franklin),0.66,3.45,5.0,2022,65
4,15:00,1.0,10.0,IND 32,6.0,9.0,"Penalty on Lloyd Cushenberry: False Start, 5 yards (accepted) (no play)",3.45,3.12,5.0,2022,65
4,15:00,1.0,15.0,IND 37,6.0,9.0,Russell Wilson pass incomplete short left intended for Courtland Sutton,3.12,2.23,5.0,2022,65
4,14:56,2.0,15.0,IND 37,6.0,9.0,Mike Boone right guard for 2 yards (tackle by Grover Stewart and Zaire Franklin),2.23,1.82,5.0,2022,65
4,14:17,3.0,13.0,IND 35,6.0,9.0,Russell Wilson pass deep left intended for KJ Hamler is intercepted by Rodney Thomas at IND-4 and returned for 35 yards (tackle by Jerry Jeudy),1.82,-1.53,5.0,2022,65
4,14:07,1.0,10.0,IND 39,6.0,9.0,Deon Jackson right guard for 12 yards (tackle by K'Waun Williams),1.53,2.32,5.0,2022,65
4,13:27,1.0,10.0,DEN 49,6.0,9.0,"Phillip Lindsay right tackle for no gain (tackle by Nik Bonitto). Penalty on Danny Pinter: Offensive Holding, 10 yards (accepted) (no play)",2.32,1.66,5.0,2022,65
4,12:59,1.0,20.0,IND 41,6.0,9.0,"Matt Ryan pass complete short right to Phillip Lindsay for 6 yards (tackle by Damarri Mathis). Penalty on Alex Singleton: Unnecessary Roughness / Defense, 15 yards (accepted)",1.66,3.05,5.0,2022,65
4,12:47,1.0,10.0,DEN 38,6.0,9.0,Deon Jackson left guard for 1 yard (tackle by Baron Browning and Eyioma Uwazurike),3.05,2.64,5.0,2022,65
4,12:17,2.0,9.0,DEN 37,6.0,9.0,Deon Jackson up the middle for -1 yards (tackle by Alex Singleton),2.64,1.82,5.0,2022,65
4,11:22,3.0,10.0,DEN 38,6.0,9.0,Matt Ryan sacked by and Bradley Chubb for -7 yards and Baron Browning for -7 yards,1.82,0.27,5.0,2022,65
4,10:52,4.0,17.0,DEN 45,6.0,9.0,"Matt Haack punts 45 yards, touchback.",0.27,-0.28,5.0,2022,65
4,10:44,1.0,10.0,DEN 20,6.0,9.0,Melvin Gordon right guard for 7 yards (tackle by Kenny Moore and Zaire Franklin),0.28,0.68,5.0,2022,65
4,10:01,2.0,3.0,DEN 27,6.0,9.0,Russell Wilson sacked by and Dayo Odeyingbo for -7 yards and Yannick Ngakoue for -7 yards,0.68,-0.96,5.0,2022,65
4,9:22,3.0,10.0,DEN 20,6.0,9.0,Russell Wilson pass complete short middle to Eric Saubert for 8 yards (tackle by Kenny Moore),-0.96,-1.5,5.0,2022,65
4,8:44,4.0,2.0,DEN 28,6.0,9.0,"Corliss Waitman punts 52 yards, returned by Dallis Flowers for 9 yards (tackle by Mike Boone)",-1.5,-0.87,5.0,2022,65
4,8:33,1.0,10.0,IND 29,6.0,9.0,"Matt Ryan pass incomplete short right intended for Mo Alie-Cox. Penalty on Baron Browning: Defensive Offside, 5 yards (accepted) (no play)",0.87,1.6,5.0,2022,65
4,8:27,1.0,5.0,IND 34,6.0,9.0,Phillip Lindsay left tackle for -2 yards (tackle by Baron Browning),1.6,0.73,5.0,2022,65
4,7:46,2.0,7.0,IND 32,6.0,9.0,"Matt Ryan pass incomplete short middle intended for Kylen Granson. Penalty on Braden Smith: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.73,0.06,5.0,2022,65
4,7:46,2.0,12.0,IND 27,6.0,9.0,Matt Ryan pass incomplete deep right intended for Jelani Woods,0.06,-0.63,5.0,2022,65
4,7:38,3.0,12.0,IND 27,6.0,9.0,Matt Ryan pass complete short right to Mo Alie-Cox for 7 yards (tackle by Damarri Mathis),-0.63,-1.11,5.0,2022,65
4,6:57,4.0,5.0,IND 34,6.0,9.0,"Matt Haack punts 54 yards, returned by Montrell Washington for 3 yards (tackle by Grant Stuard)",-1.11,0.22,5.0,2022,65
4,6:47,1.0,10.0,DEN 15,6.0,9.0,Melvin Gordon up the middle for 17 yards (tackle by Isaiah Rodgers and Rodney Thomas),-0.22,1.07,5.0,2022,65
4,6:04,1.0,10.0,DEN 32,6.0,9.0,Melvin Gordon left guard for 6 yards (tackle by Dayo Odeyingbo and DeForest Buckner),1.07,1.34,5.0,2022,65
4,5:24,2.0,4.0,DEN 38,6.0,9.0,Mike Boone right tackle for 7 yards (tackle by Rodney Thomas and Bobby Okereke),1.34,1.93,5.0,2022,65
4,4:43,1.0,10.0,DEN 45,6.0,9.0,Mike Boone right tackle for 18 yards (tackle by Bobby Okereke),1.93,3.12,5.0,2022,65
4,4:02,1.0,10.0,IND 37,6.0,9.0,"Penalty on Graham Glasgow: False Start, 5 yards (accepted) (no play)",3.12,2.79,5.0,2022,65
4,3:58,1.0,15.0,IND 42,6.0,9.0,Mike Boone left tackle for 3 yards (tackle by DeForest Buckner),2.79,2.3,5.0,2022,65
4,3:48,2.0,12.0,IND 39,6.0,9.0,Mike Boone right guard for 4 yards (tackle by DeForest Buckner and Rodney McLeod),2.3,2.15,5.0,2022,65
4,3:16,,,,,,Timeout #1 by Indianapolis Colts,,,5.0,2022,65
4,3:16,3.0,8.0,IND 35,6.0,9.0,Russell Wilson pass complete short right to Courtland Sutton for 7 yards (tackle by Stephon Gilmore),2.15,1.72,5.0,2022,65
4,3:10,4.0,1.0,IND 28,6.0,9.0,Russell Wilson pass complete short middle to Eric Saubert for 9 yards (tackle by Bobby Okereke and Zaire Franklin),1.72,4.31,5.0,2022,65
4,2:26,1.0,10.0,IND 19,6.0,9.0,Russell Wilson pass complete short left to Courtland Sutton for 5 yards (tackle by Stephon Gilmore),4.31,4.53,5.0,2022,65
4,2:21,,,,,,Timeout #2 by Indianapolis Colts,,,5.0,2022,65
4,2:21,2.0,5.0,IND 14,6.0,9.0,Mike Boone right guard for 1 yard (tackle by Rodney McLeod),4.53,3.96,5.0,2022,65
4,2:19,,,,,,Timeout #3 by Indianapolis Colts,,,5.0,2022,65
4,2:19,3.0,4.0,IND 13,6.0,9.0,Russell Wilson pass short middle intended for Tyrie Cleveland is intercepted by Stephon Gilmore in end zone and returned for no gain,3.96,-0.28,5.0,2022,65
4,2:13,1.0,10.0,IND 20,6.0,9.0,Matt Ryan pass complete short right to Alec Pierce for 11 yards (tackle by Alex Singleton),0.28,1.0,5.0,2022,65
4,2:00,1.0,10.0,IND 31,6.0,9.0,"Matt Ryan sacked by Bradley Chubb for -1 yards. Matt Ryan fumbles (forced by Bradley Chubb), recovered by Matt Ryan at IND-30",1.0,0.32,5.0,2022,65
4,1:25,2.0,11.0,IND 30,6.0,9.0,Matt Ryan pass complete deep right to Alec Pierce for 17 yards,0.32,2.06,5.0,2022,65
