0,1,week,year,game_id
Won Toss,Cowboys (deferred),5.0,2022,78
Roof,dome,5.0,2022,78
Surface,matrixturf,5.0,2022,78
Duration,2:56,5.0,2022,78
Attendance,74154,5.0,2022,78
Vegas Line,Los Angeles Rams -5.5,5.0,2022,78
Over/Under,42.0 (under),5.0,2022,78
