Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Jaylon Moore,T,67,100%,0,0%,7,25%,0,49ers,5.0,2022,76
Jake Brendel,C,67,100%,0,0%,0,0%,0,49ers,5.0,2022,76
Mike McGlinchey,T,66,99%,0,0%,7,25%,0,49ers,5.0,2022,76
Jimmy Garoppolo,QB,66,99%,0,0%,0,0%,0,49ers,5.0,2022,76
Aaron Banks,G,59,88%,0,0%,6,21%,0,49ers,5.0,2022,76
George Kittle,TE,59,88%,0,0%,1,4%,0,49ers,5.0,2022,76
Brandon Aiyuk,WR,58,87%,0,0%,0,0%,0,49ers,5.0,2022,76
Deebo Samuel,WR,53,79%,0,0%,1,4%,0,49ers,5.0,2022,76
Spencer Burford,G,40,60%,0,0%,7,25%,0,49ers,5.0,2022,76
Jeff Wilson,RB,39,58%,0,0%,0,0%,0,49ers,5.0,2022,76
Kyle Juszczyk,FB,38,57%,0,0%,9,32%,0,49ers,5.0,2022,76
Daniel Brunskill,C,34,51%,0,0%,7,25%,0,49ers,5.0,2022,76
Charlie Woerner,TE,24,36%,0,0%,22,79%,0,49ers,5.0,2022,76
Tevin Coleman,RB,19,28%,0,0%,0,0%,0,49ers,5.0,2022,76
Ray-Ray McCloud,WR,18,27%,0,0%,8,29%,0,49ers,5.0,2022,76
Jauan Jennings,WR,15,22%,0,0%,6,21%,0,49ers,5.0,2022,76
Danny Gray,WR,7,10%,0,0%,0,0%,0,49ers,5.0,2022,76
Ross Dwelley,TE,4,6%,0,0%,23,82%,0,49ers,5.0,2022,76
Jordan Mason,RB,1,1%,0,0%,15,54%,0,49ers,5.0,2022,76
Blake Hance,G,1,1%,0,0%,7,25%,0,49ers,5.0,2022,76
Nick Zakelj,G,1,1%,0,0%,1,4%,0,49ers,5.0,2022,76
Brock Purdy,QB,1,1%,0,0%,0,0%,0,49ers,5.0,2022,76
Talanoa Hufanga,SS,0,0%,69,100%,6,21%,0,49ers,5.0,2022,76
Tashaun Gipson,FS,0,0%,69,100%,1,4%,0,49ers,5.0,2022,76
Fred Warner,LB,0,0%,61,88%,6,21%,0,49ers,5.0,2022,76
Charvarius Ward,CB,0,0%,61,88%,5,18%,0,49ers,5.0,2022,76
Dre Greenlaw,LB,0,0%,60,87%,2,7%,0,49ers,5.0,2022,76
Emmanuel Moseley,CB,0,0%,57,83%,4,14%,0,49ers,5.0,2022,76
Deommodore Lenoir,CB,0,0%,52,75%,7,25%,0,49ers,5.0,2022,76
Samson Ebukam,DE,0,0%,49,71%,5,18%,0,49ers,5.0,2022,76
Charles Omenihu,DE,0,0%,46,67%,4,14%,0,49ers,5.0,2022,76
Kevin Givens,DT,0,0%,35,51%,5,18%,0,49ers,5.0,2022,76
Drake Jackson,DE,0,0%,31,45%,0,0%,0,49ers,5.0,2022,76
Hassan Ridgeway,DT,0,0%,30,43%,3,11%,0,49ers,5.0,2022,76
Kerry Hyder,DE,0,0%,26,38%,4,14%,0,49ers,5.0,2022,76
Nick Bosa,DE,0,0%,26,38%,1,4%,0,49ers,5.0,2022,76
Oren Burks,LB,0,0%,19,28%,20,71%,0,49ers,5.0,2022,76
Akeem Spence,DT,0,0%,18,26%,2,7%,0,49ers,5.0,2022,76
Kemoko Turay,DE,0,0%,18,26%,0,0%,0,49ers,5.0,2022,76
Samuel Womack,CB,0,0%,15,22%,15,54%,0,49ers,5.0,2022,76
Demetrius Flannigan-Fowles,LB,0,0%,8,12%,16,57%,0,49ers,5.0,2022,76
Ambry Thomas,CB,0,0%,8,12%,9,32%,0,49ers,5.0,2022,76
Jimmie Ward,FS,0,0%,1,1%,1,4%,0,49ers,5.0,2022,76
George Odum,FS,0,0%,0,0%,20,71%,0,49ers,5.0,2022,76
Malik Turner,WR,0,0%,0,0%,15,54%,0,49ers,5.0,2022,76
Mitch Wishnowsky,P,0,0%,0,0%,11,39%,0,49ers,5.0,2022,76
Robbie Gould,K,0,0%,0,0%,10,36%,0,49ers,5.0,2022,76
Taybor Pepper,LS,0,0%,0,0%,9,32%,0,49ers,5.0,2022,76
