#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CLE 25,5,2:59,75,Touchdown,1,Browns,5.0,2022,70
2,1,8:52,CLE 28,9,4:51,72,Touchdown,1,Browns,5.0,2022,70
3,1,2:26,CLE 25,3,1:45,4,Punt,1,Browns,5.0,2022,70
4,2,13:39,CLE 32,3,1:48,6,Punt,1,Browns,5.0,2022,70
5,2,5:51,CLE 25,6,2:56,75,Touchdown,1,Browns,5.0,2022,70
6,2,1:48,CLE 28,8,1:37,45,Missed FG,1,Browns,5.0,2022,70
7,3,10:21,CLE 25,4,1:30,5,Downs,1,Browns,5.0,2022,70
8,3,5:47,CLE 25,11,4:52,75,Touchdown,1,Browns,5.0,2022,70
9,4,9:29,CLE 18,12,6:45,73,Interception,1,Browns,5.0,2022,70
10,4,1:10,LAC 45,6,0:59,10,Missed FG,1,Browns,5.0,2022,70
