#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,TAM 19,5,1:32,16,Punt,1,Buccaneers,5.0,2022,67
2,1,10:43,TAM 23,11,5:51,62,Downs,1,Buccaneers,5.0,2022,67
3,2,14:52,TAM 12,13,5:21,88,Touchdown,1,Buccaneers,5.0,2022,67
4,2,5:43,TAM 13,13,4:25,84,Field Goal,1,Buccaneers,5.0,2022,67
5,2,0:20,TAM 42,4,0:20,32,Field Goal,1,Buccaneers,5.0,2022,67
6,3,10:28,TAM 26,11,4:19,74,Touchdown,1,Buccaneers,5.0,2022,67
7,3,3:25,TAM 13,3,1:42,6,Punt,1,Buccaneers,5.0,2022,67
8,4,13:39,TAM 25,3,0:42,6,Punt,1,Buccaneers,5.0,2022,67
9,4,10:25,TAM 25,3,0:36,3,Punt,1,Buccaneers,5.0,2022,67
10,4,4:38,TAM 25,11,4:38,54,End of Game,1,Buccaneers,5.0,2022,67
