Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Mike Williams,LAC,13,10,134,0,6.0,83,8.3,51,5.1,9.0,0,,0,0.0,0,109.1,5.0,2022,70
Austin Ekeler,LAC,4,4,26,1,2.0,-18,-4.5,44,11.0,-4.5,0,,0,0.0,0,133.3,5.0,2022,70
Josh Palmer,LAC,6,3,24,0,2.0,15,5.0,9,3.0,7.3,0,,2,33.3,0,60.4,5.0,2022,70
DeAndre Carter,LAC,2,2,9,0,1.0,2,1.0,7,3.5,1.0,0,,0,0.0,0,85.4,5.0,2022,70
Joshua Kelley,LAC,2,2,33,0,2.0,-1,-0.5,34,17.0,-0.5,0,,0,0.0,0,118.7,5.0,2022,70
Gerald Everett,LAC,3,1,2,0,,2,2.0,0,0.0,8.0,0,,2,66.7,0,42.4,5.0,2022,70
Tre' McKitty,LAC,2,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6,5.0,2022,70
Donald Parham,LAC,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6,5.0,2022,70
Amari Cooper,CLE,12,7,76,1,6.0,72,10.3,4,0.6,10.3,0,,1,8.3,1,70.1,5.0,2022,70
David Njoku,CLE,6,6,88,0,5.0,46,7.7,42,7.0,7.7,0,,0,0.0,0,118.7,5.0,2022,70
Donovan Peoples-Jones,CLE,7,4,50,0,3.0,42,10.5,8,2.0,13.1,1,4.0,0,0.0,0,79.5,5.0,2022,70
Kareem Hunt,CLE,3,3,10,0,1.0,0,0.0,10,3.3,0.0,0,,0,0.0,0,80.6,5.0,2022,70
David Bell,CLE,1,1,6,0,,0,0.0,6,6.0,0.0,0,,0,0.0,0,91.7,5.0,2022,70
Harrison Bryant,CLE,1,0,0,0,,0,,0,,5.0,0,,1,100.0,0,39.6,5.0,2022,70
Nick Chubb,CLE,1,0,0,0,0.0,0,,0,,20.0,0,,1,100.0,0,39.6,5.0,2022,70
Anthony Schwartz,CLE,1,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6,5.0,2022,70
