Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Ryan Tannehill,TEN,3,3,0,2,5.0,2022,75
Derrick Henry,TEN,28,102,2,15,5.0,2022,75
Nick Westbrook-Ikhine,TEN,0,0,0,0,5.0,2022,75
Robert Woods,TEN,0,0,0,0,5.0,2022,75
Dontrell Hilliard,TEN,1,0,0,0,5.0,2022,75
Kyle Philips,TEN,0,0,0,0,5.0,2022,75
Austin Hooper,TEN,0,0,0,0,5.0,2022,75
Geoff Swaim,TEN,0,0,0,0,5.0,2022,75
Chigoziem Okonkwo,TEN,0,0,0,0,5.0,2022,75
Carson Wentz,WAS,5,15,0,8,5.0,2022,75
Brian Robinson Jr.,WAS,9,22,0,6,5.0,2022,75
Antonio Gibson,WAS,3,6,0,3,5.0,2022,75
Dyami Brown,WAS,0,0,0,0,5.0,2022,75
Terry McLaurin,WAS,0,0,0,0,5.0,2022,75
Curtis Samuel,WAS,0,0,0,0,5.0,2022,75
John Bates,WAS,0,0,0,0,5.0,2022,75
J.D. McKissic,WAS,0,0,0,0,5.0,2022,75
Cam Sims,WAS,0,0,0,0,5.0,2022,75
Cole Turner,WAS,0,0,0,0,5.0,2022,75
