Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Derek Carr,LVR,1,3,0,3,5.0,2022,80
Josh Jacobs,LVR,21,154,1,37,5.0,2022,80
Brandon Bolden,LVR,1,5,0,5,5.0,2022,80
Davante Adams,LVR,0,0,0,0,5.0,2022,80
Hunter Renfrow,LVR,0,0,0,0,5.0,2022,80
Jesper Horsted,LVR,0,0,0,0,5.0,2022,80
Jakob Johnson,LVR,0,0,0,0,5.0,2022,80
Mack Hollins,LVR,0,0,0,0,5.0,2022,80
Zamir White,LVR,1,-7,0,-7,5.0,2022,80
Patrick Mahomes,KAN,4,28,0,16,5.0,2022,80
Jerick McKinnon,KAN,8,53,0,30,5.0,2022,80
Clyde Edwards-Helaire,KAN,9,15,0,8,5.0,2022,80
Mecole Hardman,KAN,1,7,0,7,5.0,2022,80
Marquez Valdes-Scantling,KAN,0,0,0,0,5.0,2022,80
JuJu Smith-Schuster,KAN,0,0,0,0,5.0,2022,80
Travis Kelce,KAN,0,0,0,0,5.0,2022,80
Skyy Moore,KAN,0,0,0,0,5.0,2022,80
Justin Watson,KAN,0,0,0,0,5.0,2022,80
Noah Gray,KAN,0,0,0,0,5.0,2022,80
Isiah Pacheco,KAN,1,0,0,0,5.0,2022,80
