Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Skylar Thompson,MIA,0,0,0,0,5.0,2022,73
Teddy Bridgewater,MIA,0,0,0,0,5.0,2022,73
Raheem Mostert,MIA,18,113,1,24,5.0,2022,73
Tyreek Hill,MIA,2,13,0,10,5.0,2022,73
Myles Gaskin,MIA,4,9,0,6,5.0,2022,73
Durham Smythe,MIA,1,1,1,1,5.0,2022,73
Chase Edmonds,MIA,1,1,0,1,5.0,2022,73
Mike Gesicki,MIA,0,0,0,0,5.0,2022,73
Jaylen Waddle,MIA,0,0,0,0,5.0,2022,73
Cedrick Wilson Jr.,MIA,0,0,0,0,5.0,2022,73
Trent Sherfield,MIA,0,0,0,0,5.0,2022,73
River Cracraft,MIA,0,0,0,0,5.0,2022,73
Tanner Conner,MIA,0,0,0,0,5.0,2022,73
Zach Wilson,NYJ,4,2,1,5,5.0,2022,73
Breece Hall,NYJ,18,97,1,17,5.0,2022,73
Michael Carter,NYJ,10,21,2,8,5.0,2022,73
Braxton Berrios,NYJ,1,15,1,15,5.0,2022,73
Corey Davis,NYJ,0,0,0,0,5.0,2022,73
Garrett Wilson,NYJ,0,0,0,0,5.0,2022,73
C.J. Uzomah,NYJ,0,0,0,0,5.0,2022,73
Jeff Smith,NYJ,0,0,0,0,5.0,2022,73
Elijah Moore,NYJ,0,0,0,0,5.0,2022,73
Tyler Conklin,NYJ,0,0,0,0,5.0,2022,73
