0,1,week,year,game_id
Won Toss,Patriots (deferred),16.0,2022,229
Roof,outdoors,16.0,2022,229
Surface,fieldturf,16.0,2022,229
Duration,3:20,16.0,2022,229
Attendance,65878,16.0,2022,229
Weather,"21 degrees, relative humidity 43%, wind 2 mph",16.0,2022,229
Vegas Line,Cincinnati Bengals -3.0,16.0,2022,229
Over/Under,41.5 (under),16.0,2022,229
