Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Burrow,CIN,0,0,0,0,0,16.0,2022,229
Joe Mixon,CIN,9,7,43,0,17,16.0,2022,229
Samaje Perine,CIN,4,3,19,0,10,16.0,2022,229
Tee Higgins,CIN,9,8,128,1,39,16.0,2022,229
Ja'Marr Chase,CIN,11,8,79,0,18,16.0,2022,229
Trenton Irwin,CIN,4,3,45,2,23,16.0,2022,229
Mitchell Wilcox,CIN,6,6,35,0,10,16.0,2022,229
Tyler Boyd,CIN,4,3,21,0,10,16.0,2022,229
Devin Asiasi,CIN,2,2,5,0,6,16.0,2022,229
Mac Jones,NWE,0,0,0,0,0,16.0,2022,229
Rhamondre Stevenson,NWE,5,2,3,0,4,16.0,2022,229
Kendrick Bourne,NWE,9,6,100,1,32,16.0,2022,229
Kevin Harris,NWE,0,0,0,0,0,16.0,2022,229
Jakobi Meyers,NWE,7,6,83,1,48,16.0,2022,229
Jonnu Smith,NWE,4,3,21,0,9,16.0,2022,229
Marcus Jones,NWE,1,1,15,0,15,16.0,2022,229
Pierre Strong,NWE,2,2,10,0,5,16.0,2022,229
Tyquan Thornton,NWE,3,1,8,0,8,16.0,2022,229
