Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Gardner Minshew II,PHI,0,0,0,0,0,16.0,2022,235
Miles Sanders,PHI,1,1,6,0,6,16.0,2022,235
Kenneth Gainwell,PHI,4,4,41,0,20,16.0,2022,235
DeVonta Smith,PHI,12,8,113,2,23,16.0,2022,235
A.J. Brown,PHI,8,6,103,0,48,16.0,2022,235
Dallas Goedert,PHI,3,3,67,0,25,16.0,2022,235
Quez Watkins,PHI,5,1,19,0,19,16.0,2022,235
Zach Pascal,PHI,1,1,6,0,6,16.0,2022,235
Dak Prescott,DAL,0,0,0,0,0,16.0,2022,235
Ezekiel Elliott,DAL,1,1,6,0,6,16.0,2022,235
Tony Pollard,DAL,8,6,61,0,13,16.0,2022,235
CeeDee Lamb,DAL,11,10,120,2,36,16.0,2022,235
T.Y. Hilton,DAL,1,1,52,0,52,16.0,2022,235
Dalton Schultz,DAL,4,3,43,0,21,16.0,2022,235
Michael Gallup,DAL,7,4,36,1,12,16.0,2022,235
Jake Ferguson,DAL,1,1,24,0,24,16.0,2022,235
Noah Brown,DAL,2,1,5,0,5,16.0,2022,235
