Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Aaron Rodgers,GNB,7,18,0,12,16.0,2022,237
AJ Dillon,GNB,11,36,1,11,16.0,2022,237
Aaron Jones,GNB,6,25,0,18,16.0,2022,237
Allen Lazard,GNB,0,0,0,0,16.0,2022,237
Christian Watson,GNB,0,0,0,0,16.0,2022,237
Romeo Doubs,GNB,0,0,0,0,16.0,2022,237
Marcedes Lewis,GNB,0,0,0,0,16.0,2022,237
Patrick Taylor,GNB,0,0,0,0,16.0,2022,237
Robert Tonyan,GNB,0,0,0,0,16.0,2022,237
Randall Cobb,GNB,0,0,0,0,16.0,2022,237
Josiah Deguara,GNB,0,0,0,0,16.0,2022,237
Dallin Leavitt,GNB,1,0,0,0,16.0,2022,237
Tua Tagovailoa,MIA,1,0,0,0,16.0,2022,237
Raheem Mostert,MIA,8,45,0,17,16.0,2022,237
Jeff Wilson,MIA,9,37,1,12,16.0,2022,237
Jaylen Waddle,MIA,0,0,0,0,16.0,2022,237
Tyreek Hill,MIA,0,0,0,0,16.0,2022,237
Trent Sherfield,MIA,0,0,0,0,16.0,2022,237
Mike Gesicki,MIA,0,0,0,0,16.0,2022,237
Durham Smythe,MIA,0,0,0,0,16.0,2022,237
Alec Ingold,MIA,0,0,0,0,16.0,2022,237
