#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,6:38,PIT 25,6,2:58,18,Punt,1,Steelers,16.0,2022,236
2,1,1:24,PIT 25,9,4:36,50,Missed FG,1,Steelers,16.0,2022,236
3,2,9:39,PIT 12,15,7:50,62,Field Goal,1,Steelers,16.0,2022,236
5,3,15:00,PIT 25,6,3:12,39,Interception,1,Steelers,16.0,2022,236
6,3,11:39,PIT 44,7,4:22,22,Missed FG,1,Steelers,16.0,2022,236
7,3,4:40,PIT 29,3,0:27,0,Punt,1,Steelers,16.0,2022,236
8,4,14:54,PIT 45,9,5:07,33,Field Goal,1,Steelers,16.0,2022,236
9,4,5:56,PIT 21,3,1:24,9,Punt,1,Steelers,16.0,2022,236
10,4,2:55,PIT 24,10,2:09,76,Touchdown,1,Steelers,16.0,2022,236
11,4,0:29,PIT 19,2,0:29,21,End of Game,1,Steelers,16.0,2022,236
