Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Herbert,LAC,0,0,0,0,0,16.0,2022,240
Austin Ekeler,LAC,4,4,12,0,4,16.0,2022,240
Joshua Kelley,LAC,1,1,9,0,9,16.0,2022,240
Keenan Allen,LAC,14,11,104,0,25,16.0,2022,240
Mike Williams,LAC,4,4,76,0,26,16.0,2022,240
Josh Palmer,LAC,3,2,16,0,8,16.0,2022,240
Tre' McKitty,LAC,2,1,10,0,10,16.0,2022,240
Donald Parham,LAC,2,1,8,0,8,16.0,2022,240
Nick Foles,IND,0,0,0,0,0,16.0,2022,240
Zack Moss,IND,1,1,5,0,5,16.0,2022,240
Jordan Wilkins,IND,1,0,0,0,0,16.0,2022,240
Jelani Woods,IND,5,3,43,0,17,16.0,2022,240
Michael Pittman Jr.,IND,7,4,39,0,19,16.0,2022,240
Alec Pierce,IND,4,3,26,0,15,16.0,2022,240
Parris Campbell,IND,5,2,19,0,12,16.0,2022,240
Deon Jackson,IND,3,3,9,0,12,16.0,2022,240
Mo Alie-Cox,IND,2,1,2,0,2,16.0,2022,240
