Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Broncos,-37.0,-13.18,-11.74,-2.44,-18.98,-22.61,-19.99,-4.39,0.0,-1.14,-4.07,4.43,1.49,0.0,-2.99,16.0,2022,238
Rams,37.0,22.61,19.99,4.39,0.0,13.18,11.74,2.44,18.98,1.14,-4.43,4.07,0.0,-1.49,2.99,16.0,2022,238
