Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Josh Sweat,PHI,1,42,1,42,1,1.5,3,1,2,1,2,0,0,0,0,16.0,2022,235
Haason Reddick,PHI,0,0,0,0,0,2.0,4,4,0,1,2,0,0,0,1,16.0,2022,235
Avonte Maddox,PHI,0,0,0,0,0,1.0,3,3,0,2,2,0,0,0,0,16.0,2022,235
Kyzir White,PHI,0,0,0,0,0,0.5,6,3,3,0,1,0,0,0,0,16.0,2022,235
Brandon Graham,PHI,0,0,0,0,0,0.5,2,1,1,0,1,0,0,0,0,16.0,2022,235
Ndamukong Suh,PHI,0,0,0,0,0,0.5,2,1,1,0,1,0,0,0,0,16.0,2022,235
T.J. Edwards,PHI,0,0,0,0,0,0.0,14,8,6,0,0,0,0,0,0,16.0,2022,235
Reed Blankenship,PHI,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0,16.0,2022,235
Marcus Epps,PHI,0,0,0,0,0,0.0,7,6,1,0,0,0,0,0,0,16.0,2022,235
Linval Joseph,PHI,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,16.0,2022,235
Darius Slay,PHI,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,16.0,2022,235
Milton Williams,PHI,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0,16.0,2022,235
James Bradberry,PHI,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0,16.0,2022,235
Fletcher Cox,PHI,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,16.0,2022,235
Jordan Davis,PHI,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,16.0,2022,235
Josiah Scott,PHI,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0,16.0,2022,235
Quez Watkins,PHI,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,16.0,2022,235
Javon Hargrave,PHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,16.0,2022,235
Patrick Johnson,PHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,16.0,2022,235
Gardner Minshew II,PHI,0,0,0,0,0,0.0,1,1,0,0,0,1,-2,0,0,16.0,2022,235
DaRon Bland,DAL,1,0,0,0,1,0.0,5,4,1,0,0,0,0,0,0,16.0,2022,235
Jayron Kearse,DAL,1,2,0,2,1,0.0,3,2,1,0,0,1,6,0,0,16.0,2022,235
Nahshon Wright,DAL,0,0,0,0,2,0.0,8,6,2,1,0,0,0,0,0,16.0,2022,235
Anthony Barr,DAL,0,0,0,0,0,0.0,7,4,3,0,0,1,0,0,0,16.0,2022,235
Donovan Wilson,DAL,0,0,0,0,0,0.0,7,6,1,1,0,0,0,0,0,16.0,2022,235
Malik Hooker,DAL,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0,16.0,2022,235
Damone Clark,DAL,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,16.0,2022,235
DeMarcus Lawrence,DAL,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,16.0,2022,235
Micah Parsons,DAL,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,16.0,2022,235
Quinton Bohanna,DAL,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,16.0,2022,235
Trevon Diggs,DAL,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,16.0,2022,235
Neville Gallimore,DAL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,16.0,2022,235
Luke Gifford,DAL,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,16.0,2022,235
Israel Mukuamu,DAL,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,16.0,2022,235
Carlos Watkins,DAL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,1,16.0,2022,235
Mackensie Alexander,DAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,16.0,2022,235
Dorance Armstrong Jr.,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,16.0,2022,235
Osa Odighizuwa,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,16.0,2022,235
Tyler Biadasz,DAL,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,16.0,2022,235
Chauncey Golston,DAL,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,16.0,2022,235
