Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Riley Reiff,T,63,100%,0,0%,3,12%,1,Bears,16.0,2022,227
Braxton Jones,T,63,100%,0,0%,3,12%,1,Bears,16.0,2022,227
Sam Mustipher,C,63,100%,0,0%,0,0%,1,Bears,16.0,2022,227
Cole Kmet,TE,60,95%,0,0%,3,12%,1,Bears,16.0,2022,227
Justin Fields,QB,58,92%,0,0%,0,0%,1,Bears,16.0,2022,227
Michael Schofield,G,56,89%,0,0%,3,12%,1,Bears,16.0,2022,227
Byron Pringle,WR,54,86%,0,0%,0,0%,1,Bears,16.0,2022,227
Dante Pettis,WR,46,73%,0,0%,3,12%,1,Bears,16.0,2022,227
Larry Borom,T,42,67%,0,0%,3,12%,1,Bears,16.0,2022,227
David Montgomery,RB,42,67%,0,0%,0,0%,1,Bears,16.0,2022,227
Velus Jones Jr.,WR,29,46%,0,0%,10,40%,1,Bears,16.0,2022,227
Dieter Eiselen,G,28,44%,0,0%,3,12%,1,Bears,16.0,2022,227
N'Keal Harry,WR,28,44%,0,0%,0,0%,1,Bears,16.0,2022,227
Khalil Herbert,RB,26,41%,0,0%,0,0%,1,Bears,16.0,2022,227
Ryan Griffin,TE,17,27%,0,0%,13,52%,1,Bears,16.0,2022,227
Khari Blasingame,FB,11,17%,0,0%,13,52%,1,Bears,16.0,2022,227
Nathan Peterman,QB,5,8%,0,0%,0,0%,1,Bears,16.0,2022,227
Chase Allen,TE,2,3%,0,0%,7,28%,1,Bears,16.0,2022,227
Alex Leatherwood,T,1,2%,0,0%,3,12%,1,Bears,16.0,2022,227
Kyler Gordon,CB,0,0%,64,100%,5,20%,1,Bears,16.0,2022,227
Joe Thomas,LB,0,0%,64,100%,5,20%,1,Bears,16.0,2022,227
Jaylon Jones,CB,0,0%,64,100%,0,0%,1,Bears,16.0,2022,227
Jaquan Brisker,SS,0,0%,64,100%,0,0%,1,Bears,16.0,2022,227
Nicholas Morrow,LB,0,0%,63,98%,5,20%,1,Bears,16.0,2022,227
DeAndre Houston-Carson,FS,0,0%,57,89%,13,52%,1,Bears,16.0,2022,227
Trevis Gipson,LB,0,0%,47,73%,5,20%,1,Bears,16.0,2022,227
Justin Jones,DT,0,0%,44,69%,5,20%,1,Bears,16.0,2022,227
Josh Blackwell,CB,0,0%,40,63%,13,52%,1,Bears,16.0,2022,227
Al-Quadin Muhammad,DE,0,0%,38,59%,0,0%,1,Bears,16.0,2022,227
Armon Watts,NT,0,0%,36,56%,5,20%,1,Bears,16.0,2022,227
Dominique Robinson,DE,0,0%,33,52%,6,24%,1,Bears,16.0,2022,227
Matthew Adams,LB,0,0%,25,39%,22,88%,1,Bears,16.0,2022,227
Mike Pennel,NT,0,0%,24,38%,0,0%,1,Bears,16.0,2022,227
Andrew Brown,NT,0,0%,20,31%,0,0%,1,Bears,16.0,2022,227
Taco Charlton,DE,0,0%,14,22%,0,0%,1,Bears,16.0,2022,227
Elijah Hicks,FS,0,0%,7,11%,18,72%,1,Bears,16.0,2022,227
Elijah Lee,LB,0,0%,0,0%,21,84%,1,Bears,16.0,2022,227
Sterling Weatherford,LB,0,0%,0,0%,17,68%,1,Bears,16.0,2022,227
A.J. Thomas,DB,0,0%,0,0%,13,52%,1,Bears,16.0,2022,227
Trestan Ebner,RB,0,0%,0,0%,12,48%,1,Bears,16.0,2022,227
Darrynton Evans,RB,0,0%,0,0%,12,48%,1,Bears,16.0,2022,227
Trenton Gill,P,0,0%,0,0%,11,44%,1,Bears,16.0,2022,227
Patrick Scales,LS,0,0%,0,0%,7,28%,1,Bears,16.0,2022,227
Nsimba Webster,WR,0,0%,0,0%,7,28%,1,Bears,16.0,2022,227
Cairo Santos,K,0,0%,0,0%,3,12%,1,Bears,16.0,2022,227
Harrison Hand,CB,0,0%,0,0%,2,8%,1,Bears,16.0,2022,227
