Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Travis Etienne,JAX,22,83,0,2.0,61,2.8,22,1.0,0,,16.0,2022,225
Trevor Lawrence,JAX,7,51,1,6.0,40,5.7,11,1.6,0,,16.0,2022,225
C.J. Beathard,JAX,3,-3,0,,-3,-1.0,0,0.0,0,,16.0,2022,225
Jamycal Hasty,JAX,3,10,0,1.0,5,1.7,5,1.7,0,,16.0,2022,225
Snoop Conner,JAX,2,5,0,,2,1.0,3,1.5,0,,16.0,2022,225
Zay Jones,JAX,1,-3,0,0.0,-3,-3.0,0,0.0,0,,16.0,2022,225
Christian Kirk,JAX,1,4,0,0.0,4,4.0,0,0.0,0,,16.0,2022,225
Chris Streveler,NYJ,9,54,0,1.0,42,4.7,12,1.3,0,,16.0,2022,225
Zonovan Knight,NYJ,6,-2,0,0.0,-2,-0.3,0,0.0,0,,16.0,2022,225
Michael Carter,NYJ,2,6,0,0.0,3,1.5,3,1.5,0,,16.0,2022,225
Ty Johnson,NYJ,2,7,0,,5,2.5,2,1.0,0,,16.0,2022,225
Zach Wilson,NYJ,1,1,0,0.0,1,1.0,0,0.0,0,,16.0,2022,225
