Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jared Goff,DET,3,15,0,14,16.0,2022,228
D'Andre Swift,DET,4,12,0,4,16.0,2022,228
Jamaal Williams,DET,7,11,0,4,16.0,2022,228
Kalif Raymond,DET,1,8,0,8,16.0,2022,228
DJ Chark,DET,0,0,0,0,16.0,2022,228
Amon-Ra St. Brown,DET,1,0,0,0,16.0,2022,228
Josh Reynolds,DET,0,0,0,0,16.0,2022,228
James Mitchell,DET,0,0,0,0,16.0,2022,228
Shane Zylstra,DET,0,0,0,0,16.0,2022,228
Brock Wright,DET,0,0,0,0,16.0,2022,228
Jameson Williams,DET,0,0,0,0,16.0,2022,228
Justin Jackson,DET,1,-1,0,-1,16.0,2022,228
Sam Darnold,CAR,6,19,1,13,16.0,2022,228
D'Onta Foreman,CAR,21,165,1,38,16.0,2022,228
Chuba Hubbard,CAR,12,125,0,35,16.0,2022,228
D.J. Moore,CAR,1,8,0,8,16.0,2022,228
Raheem Blackshear,CAR,3,3,1,7,16.0,2022,228
Terrace Marshall Jr.,CAR,0,0,0,0,16.0,2022,228
Laviska Shenault Jr.,CAR,0,0,0,0,16.0,2022,228
Tommy Tremble,CAR,0,0,0,0,16.0,2022,228
Shi Smith,CAR,0,0,0,0,16.0,2022,228
Ian Thomas,CAR,0,0,0,0,16.0,2022,228
