Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Trevor Lawrence,JAX,1,1,16.0,2022,225
Travis Etienne,JAX,0,0,16.0,2022,225
Jamycal Hasty,JAX,0,0,16.0,2022,225
Snoop Conner,JAX,0,0,16.0,2022,225
Christian Kirk,JAX,0,0,16.0,2022,225
Evan Engram,JAX,0,0,16.0,2022,225
Dan Arnold,JAX,0,0,16.0,2022,225
Marvin Jones,JAX,0,0,16.0,2022,225
Jamal Agnew,JAX,0,0,16.0,2022,225
Zay Jones,JAX,0,0,16.0,2022,225
C.J. Beathard,JAX,0,0,16.0,2022,225
Zach Wilson,NYJ,0,0,16.0,2022,225
Chris Streveler,NYJ,1,0,16.0,2022,225
Ty Johnson,NYJ,0,0,16.0,2022,225
Michael Carter,NYJ,0,0,16.0,2022,225
Tyler Conklin,NYJ,0,0,16.0,2022,225
C.J. Uzomah,NYJ,0,0,16.0,2022,225
Garrett Wilson,NYJ,1,1,16.0,2022,225
Elijah Moore,NYJ,0,0,16.0,2022,225
Corey Davis,NYJ,0,0,16.0,2022,225
Zonovan Knight,NYJ,0,0,16.0,2022,225
