Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Trevor Lawrence,JAX,0,0,0,0,0,16.0,2022,225
Travis Etienne,JAX,3,3,29,0,22,16.0,2022,225
Jamycal Hasty,JAX,3,1,11,0,11,16.0,2022,225
Snoop Conner,JAX,0,0,0,0,0,16.0,2022,225
Christian Kirk,JAX,6,3,22,0,12,16.0,2022,225
Evan Engram,JAX,8,7,113,0,36,16.0,2022,225
Dan Arnold,JAX,1,1,17,0,17,16.0,2022,225
Marvin Jones,JAX,4,3,15,0,7,16.0,2022,225
Jamal Agnew,JAX,1,1,8,0,8,16.0,2022,225
Zay Jones,JAX,4,1,14,0,14,16.0,2022,225
C.J. Beathard,JAX,0,0,0,0,0,16.0,2022,225
Zach Wilson,NYJ,0,0,0,0,0,16.0,2022,225
Chris Streveler,NYJ,0,0,0,0,0,16.0,2022,225
Ty Johnson,NYJ,0,0,0,0,0,16.0,2022,225
Michael Carter,NYJ,5,5,44,0,12,16.0,2022,225
Tyler Conklin,NYJ,4,4,34,0,27,16.0,2022,225
C.J. Uzomah,NYJ,1,1,30,0,30,16.0,2022,225
Garrett Wilson,NYJ,9,4,30,0,13,16.0,2022,225
Elijah Moore,NYJ,3,2,15,0,8,16.0,2022,225
Corey Davis,NYJ,7,2,14,0,8,16.0,2022,225
Zonovan Knight,NYJ,1,1,15,0,15,16.0,2022,225
