Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA,week,year,game_id
4.0,1:44,4.0,8.0,PHI 8,34.0,40.0,Brett Maher 26 yard field goal good,2.95,3.0,16.0,2022,235
4.0,1:41,,,DAL 35,34.0,40.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
4.0,1:41,1.0,10.0,PHI 25,34.0,40.0,Gardner Minshew pass complete short left to Zach Pascal for 6 yards (tackle by Nahshon Wright),0.61,0.87,16.0,2022,235
4.0,1:19,2.0,4.0,PHI 31,34.0,40.0,Gardner Minshew pass complete short middle to Kenneth Gainwell for 15 yards (tackle by DaRon Bland),0.87,1.99,16.0,2022,235
4.0,0:59,1.0,10.0,PHI 46,34.0,40.0,Gardner Minshew pass complete short right to A.J. Brown for 13 yards,1.99,2.85,16.0,2022,235
4.0,0:51,,,,,,Timeout #1 by Dallas Cowboys,,,16.0,2022,235
4.0,0:51,1.0,10.0,DAL 41,34.0,40.0,Gardner Minshew pass incomplete short left intended for A.J. Brown (defended by Chauncey Golston),2.85,2.31,16.0,2022,235
4.0,0:48,2.0,10.0,DAL 41,34.0,40.0,Gardner Minshew pass complete deep middle to DeVonta Smith for 22 yards (tackle by Nahshon Wright),2.31,4.31,16.0,2022,235
4.0,0:34,1.0,10.0,DAL 19,34.0,40.0,Gardner Minshew spiked the ball,4.31,3.75,16.0,2022,235
4.0,0:33,2.0,10.0,DAL 19,34.0,40.0,Gardner Minshew pass incomplete deep right intended for DeVonta Smith (defended by Nahshon Wright),3.75,3.03,16.0,2022,235
4.0,0:27,3.0,10.0,DAL 19,34.0,40.0,Gardner Minshew pass incomplete short left,3.03,2.18,16.0,2022,235
4.0,0:20,,,,,,Timeout #2 by Dallas Cowboys,,,16.0,2022,235
4.0,0:20,4.0,10.0,DAL 19,34.0,40.0,Gardner Minshew pass incomplete short right intended for A.J. Brown,2.18,-0.15,16.0,2022,235
4.0,0:14,1.0,10.0,DAL 19,34.0,40.0,Dak Prescott kneels for -1 yards,0.15,-0.56,16.0,2022,235
