#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:24,NWE 26,3,1:49,6,Punt,1,Patriots,16.0,2022,229
2,1,5:16,NWE 30,3,1:27,4,Punt,1,Patriots,16.0,2022,229
3,2,14:51,NWE 18,5,3:01,21,Punt,1,Patriots,16.0,2022,229
4,2,4:19,NWE 15,4,2:03,29,Punt,1,Patriots,16.0,2022,229
5,2,0:14,NWE 25,2,0:14,10,End of Half,1,Patriots,16.0,2022,229
6,3,15:00,NWE 24,4,1:50,15,Punt,1,Patriots,16.0,2022,229
7,3,9:06,NWE 12,3,2:06,4,Punt,1,Patriots,16.0,2022,229
8,3,2:51,NWE 23,11,4:53,77,Touchdown,1,Patriots,16.0,2022,229
9,4,9:06,NWE 33,7,3:04,67,Touchdown,1,Patriots,16.0,2022,229
10,4,3:12,CIN 43,6,2:13,35,Fumble,1,Patriots,16.0,2022,229
11,4,0:41,NWE 24,5,0:32,10,Downs,1,Patriots,16.0,2022,229
