Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Geno Smith,SEA,0,0,0,0,0,16.0,2022,232
Kenneth Walker III,SEA,2,2,-2,0,0,16.0,2022,232
DeeJay Dallas,SEA,6,6,32,0,8,16.0,2022,232
D.K. Metcalf,SEA,9,7,81,0,35,16.0,2022,232
Colby Parkinson,SEA,4,3,45,0,39,16.0,2022,232
Laquon Treadwell,SEA,7,3,26,0,17,16.0,2022,232
Will Dissly,SEA,1,1,19,0,19,16.0,2022,232
Noah Fant,SEA,3,2,12,1,6,16.0,2022,232
Penny Hart,SEA,2,1,2,0,2,16.0,2022,232
Marquise Goodwin,SEA,4,0,0,0,0,16.0,2022,232
Patrick Mahomes,KAN,0,0,0,0,0,16.0,2022,232
Isiah Pacheco,KAN,2,1,32,0,32,16.0,2022,232
Jerick McKinnon,KAN,3,3,31,1,16,16.0,2022,232
Ronald Jones II,KAN,0,0,0,0,0,16.0,2022,232
Travis Kelce,KAN,8,6,113,0,52,16.0,2022,232
JuJu Smith-Schuster,KAN,4,3,27,0,13,16.0,2022,232
Noah Gray,KAN,1,1,8,0,8,16.0,2022,232
Kadarius Toney,KAN,2,1,8,1,8,16.0,2022,232
Skyy Moore,KAN,1,1,5,0,5,16.0,2022,232
Marquez Valdes-Scantling,KAN,2,0,0,0,0,16.0,2022,232
Justin Watson,KAN,4,0,0,0,0,16.0,2022,232
