Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Andy Dalton,NOR,2,0,16.0,2022,230
Alvin Kamara,NOR,0,0,16.0,2022,230
Taysom Hill,NOR,0,0,16.0,2022,230
David Johnson,NOR,0,0,16.0,2022,230
Adam Prentice,NOR,0,0,16.0,2022,230
Rashid Shaheed,NOR,0,0,16.0,2022,230
Juwan Johnson,NOR,0,0,16.0,2022,230
Keith Kirkwood,NOR,0,0,16.0,2022,230
Deshaun Watson,CLE,0,0,16.0,2022,230
Nick Chubb,CLE,0,0,16.0,2022,230
Kareem Hunt,CLE,0,0,16.0,2022,230
Amari Cooper,CLE,0,0,16.0,2022,230
David Bell,CLE,0,0,16.0,2022,230
David Njoku,CLE,0,0,16.0,2022,230
Michael Woods II,CLE,0,0,16.0,2022,230
Donovan Peoples-Jones,CLE,0,0,16.0,2022,230
