Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Mac Jones,NWE,0,0,0,0,0,4.0,2023,62
Bailey Zappe,NWE,0,0,0,0,0,4.0,2023,62
Rhamondre Stevenson,NWE,3,2,10,0,7,4.0,2023,62
Ezekiel Elliott,NWE,3,2,6,0,4,4.0,2023,62
Hunter Henry,NWE,5,4,51,0,21,4.0,2023,62
Demario Douglas,NWE,3,2,45,0,42,4.0,2023,62
Kendrick Bourne,NWE,3,2,36,0,20,4.0,2023,62
DeVante Parker,NWE,4,2,33,0,22,4.0,2023,62
JuJu Smith-Schuster,NWE,5,1,14,0,14,4.0,2023,62
Mike Gesicki,NWE,3,1,12,0,12,4.0,2023,62
Dak Prescott,DAL,0,0,0,0,0,4.0,2023,62
Cooper Rush,DAL,0,0,0,0,0,4.0,2023,62
Tony Pollard,DAL,3,3,13,0,6,4.0,2023,62
KaVontae Turpin,DAL,1,1,5,0,5,4.0,2023,62
CeeDee Lamb,DAL,6,4,36,1,20,4.0,2023,62
Rico Dowdle,DAL,1,1,8,0,8,4.0,2023,62
Deuce Vaughn,DAL,1,1,2,0,2,4.0,2023,62
Hunter Luepke,DAL,0,0,0,0,0,4.0,2023,62
Jake Ferguson,DAL,7,7,77,0,21,4.0,2023,62
Michael Gallup,DAL,6,5,60,0,29,4.0,2023,62
Jalen Tolbert,DAL,4,4,53,0,18,4.0,2023,62
Brandin Cooks,DAL,4,4,27,0,11,4.0,2023,62
Luke Schoonmaker,DAL,3,0,0,0,0,4.0,2023,62
