Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Aidan O'Connell,LVR,24,39,238,0,1,7,50,25,68.1,4.0,2023,60
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,4.0,2023,60
Zamir White,LVR,0,0,0,0,0,0,0,0,,4.0,2023,60
Davante Adams,LVR,0,0,0,0,0,0,0,0,,4.0,2023,60
Jakobi Meyers,LVR,0,0,0,0,0,0,0,0,,4.0,2023,60
Ameer Abdullah,LVR,0,0,0,0,0,0,0,0,,4.0,2023,60
Jakob Johnson,LVR,0,0,0,0,0,0,0,0,,4.0,2023,60
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,4.0,2023,60
Austin Hooper,LVR,0,0,0,0,0,0,0,0,,4.0,2023,60
Justin Herbert,LAC,13,24,167,1,1,2,17,51,72.7,4.0,2023,60
Joshua Kelley,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
Derius Davis,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
Isaiah Spiller,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
Keenan Allen,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
Gerald Everett,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
Donald Parham,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
Stone Smartt,LAC,0,0,0,0,0,0,0,0,,4.0,2023,60
