Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Kenny Pickett,PIT,0,0,4.0,2023,57
Mitchell Trubisky,PIT,0,0,4.0,2023,57
Najee Harris,PIT,0,0,4.0,2023,57
Jaylen Warren,PIT,1,0,4.0,2023,57
Calvin Austin III,PIT,0,0,4.0,2023,57
George Pickens,PIT,1,0,4.0,2023,57
Darnell Washington,PIT,0,0,4.0,2023,57
Allen Robinson,PIT,0,0,4.0,2023,57
Pat Freiermuth,PIT,0,0,4.0,2023,57
C.J. Stroud,HOU,0,0,4.0,2023,57
Devin Singletary,HOU,0,0,4.0,2023,57
Dameon Pierce,HOU,0,0,4.0,2023,57
Tank Dell,HOU,1,0,4.0,2023,57
Mike Boone,HOU,1,0,4.0,2023,57
Nico Collins,HOU,0,0,4.0,2023,57
Dalton Schultz,HOU,0,0,4.0,2023,57
Robert Woods,HOU,0,0,4.0,2023,57
John Metchie,HOU,0,0,4.0,2023,57
Andrew Beck,HOU,0,0,4.0,2023,57
