Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Mac Jones,NWE,1,1,4.0,2023,62
Bailey Zappe,NWE,0,0,4.0,2023,62
Rhamondre Stevenson,NWE,0,0,4.0,2023,62
Ezekiel Elliott,NWE,0,0,4.0,2023,62
Hunter Henry,NWE,0,0,4.0,2023,62
Demario Douglas,NWE,0,0,4.0,2023,62
Kendrick Bourne,NWE,0,0,4.0,2023,62
DeVante Parker,NWE,0,0,4.0,2023,62
JuJu Smith-Schuster,NWE,0,0,4.0,2023,62
Mike Gesicki,NWE,0,0,4.0,2023,62
Dak Prescott,DAL,0,0,4.0,2023,62
Cooper Rush,DAL,0,0,4.0,2023,62
Tony Pollard,DAL,0,0,4.0,2023,62
KaVontae Turpin,DAL,1,0,4.0,2023,62
CeeDee Lamb,DAL,0,0,4.0,2023,62
Rico Dowdle,DAL,0,0,4.0,2023,62
Deuce Vaughn,DAL,0,0,4.0,2023,62
Hunter Luepke,DAL,0,0,4.0,2023,62
Jake Ferguson,DAL,0,0,4.0,2023,62
Michael Gallup,DAL,0,0,4.0,2023,62
Jalen Tolbert,DAL,0,0,4.0,2023,62
Brandin Cooks,DAL,1,0,4.0,2023,62
Luke Schoonmaker,DAL,0,0,4.0,2023,62
