Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Joe Burrow,CIN,0,0,0,0,0,4.0,2023,54
Joe Mixon,CIN,1,1,9,0,9,4.0,2023,54
Trayveon Williams,CIN,0,0,0,0,0,4.0,2023,54
Ja'Marr Chase,CIN,9,7,73,0,17,4.0,2023,54
Tyler Boyd,CIN,7,4,26,0,9,4.0,2023,54
Tee Higgins,CIN,4,2,19,0,10,4.0,2023,54
Tanner Hudson,CIN,2,2,18,0,12,4.0,2023,54
Trenton Irwin,CIN,1,1,17,0,17,4.0,2023,54
Mitchell Wilcox,CIN,1,1,7,0,7,4.0,2023,54
Drew Sample,CIN,1,1,-1,0,-1,4.0,2023,54
Chase Brown,CIN,1,1,-3,0,-3,4.0,2023,54
Ryan Tannehill,TEN,0,0,0,0,0,4.0,2023,54
Derrick Henry,TEN,1,1,11,0,11,4.0,2023,54
Tyjae Spears,TEN,4,3,18,0,9,4.0,2023,54
DeAndre Hopkins,TEN,6,4,63,0,38,4.0,2023,54
Nick Westbrook-Ikhine,TEN,6,5,51,1,22,4.0,2023,54
Chris Moore,TEN,3,1,44,0,44,4.0,2023,54
Chigoziem Okonkwo,TEN,3,3,29,0,13,4.0,2023,54
Josh Whyle,TEN,2,2,26,1,24,4.0,2023,54
Colton Dowell,TEN,1,0,0,0,0,4.0,2023,54
