Player,Pos,home_team,team,week,year,game_id
Joe Burrow,QB,0,Bengals,7.0,2024,98
Chase Brown,RB,0,Bengals,7.0,2024,98
Ja'Marr Chase,WR,0,Bengals,7.0,2024,98
Andrei Iosivas,WR,0,Bengals,7.0,2024,98
Erick All,TE,0,Bengals,7.0,2024,98
Drew Sample,TE,0,Bengals,7.0,2024,98
Orlando Brown Jr.,OT,0,Bengals,7.0,2024,98
Amarius Mims,OT,0,Bengals,7.0,2024,98
Alex Cappa,G,0,Bengals,7.0,2024,98
Cordell Volson,G,0,Bengals,7.0,2024,98
Ted Karras,C,0,Bengals,7.0,2024,98
Trey Hendrickson,DE,0,Bengals,7.0,2024,98
Sam Hubbard,DE,0,Bengals,7.0,2024,98
B.J. Hill,DT,0,Bengals,7.0,2024,98
Sheldon Rankins,DT,0,Bengals,7.0,2024,98
Logan Wilson,LB,0,Bengals,7.0,2024,98
Germaine Pratt,LB,0,Bengals,7.0,2024,98
Cam Taylor-Britt,CB,0,Bengals,7.0,2024,98
DJ Turner,CB,0,Bengals,7.0,2024,98
Mike Hilton,CB,0,Bengals,7.0,2024,98
Geno Stone,S,0,Bengals,7.0,2024,98
Vonn Bell,S,0,Bengals,7.0,2024,98
