Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Packers,3.0,3.05,5.65,-2.6,-9.46,6.39,8.58,-3.41,0.0,-5.98,-4.62,4.91,6.23,-9.04,-3.46,7.0,2024,100
Texans,-3.0,-6.39,-8.58,3.41,0.0,-3.05,-5.65,2.6,9.46,5.98,-4.91,4.62,9.04,-6.23,3.46,7.0,2024,100
