Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Patrick Mahomes,KAN,16,27,154,11,37.9,212,7.9,53,3.3,2.0,101,6.3,1,4.0%,5,20.0%,2,3,0,4,6,18.8%,3,13.7,7.0,2024,104
Brock Purdy,SFO,17,31,212,8,25.0,280,9.0,135,7.9,4.4,77,4.5,1,3.2%,8,25.8%,1,8,0,5,6,16.2%,5,4.8,7.0,2024,104
