#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,BUF 30,3,1:29,9,Punt,1,Bills,7.0,2024,97
2,1,11:14,BUF 27,3,1:14,0,Punt,1,Bills,7.0,2024,97
3,1,2:57,BUF 30,3,1:41,4,Punt,1,Bills,7.0,2024,97
4,2,11:31,BUF 39,3,1:27,61,Touchdown,1,Bills,7.0,2024,97
5,2,8:30,TEN 46,5,2:23,2,Punt,1,Bills,7.0,2024,97
6,2,2:41,BUF 24,3,1:57,9,Punt,1,Bills,7.0,2024,97
7,3,12:55,TEN 41,6,2:32,41,Touchdown,1,Bills,7.0,2024,97
8,3,8:05,BUF 26,9,3:53,64,Field Goal,1,Bills,7.0,2024,97
9,3,2:49,BUF 44,6,2:55,56,Touchdown,1,Bills,7.0,2024,97
10,4,14:25,BUF 29,10,4:59,59,Field Goal,1,Bills,7.0,2024,97
11,4,4:37,BUF 16,5,2:44,84,Touchdown,1,Bills,7.0,2024,97
