Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Jalen Hurts,PHI,10,14,114,1,0,4,36,41,119.3,7.0,2024,101
Kenny Pickett,PHI,0,1,0,0,0,1,8,0,39.6,7.0,2024,101
Saquon Barkley,PHI,0,0,0,0,0,0,0,0,,7.0,2024,101
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,7.0,2024,101
Will Shipley,PHI,0,0,0,0,0,0,0,0,,7.0,2024,101
A.J. Brown,PHI,0,0,0,0,0,0,0,0,,7.0,2024,101
Grant Calcaterra,PHI,0,0,0,0,0,0,0,0,,7.0,2024,101
Parris Campbell,PHI,0,0,0,0,0,0,0,0,,7.0,2024,101
Jahan Dotson,PHI,0,0,0,0,0,0,0,0,,7.0,2024,101
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,7.0,2024,101
Daniel Jones,NYG,14,21,99,0,0,7,56,14,77.3,7.0,2024,101
Drew Lock,NYG,3,8,6,0,0,1,6,5,45.8,7.0,2024,101
Tyrone Tracy Jr.,NYG,0,0,0,0,0,0,0,0,,7.0,2024,101
Devin Singletary,NYG,0,0,0,0,0,0,0,0,,7.0,2024,101
Eric Gray,NYG,0,0,0,0,0,0,0,0,,7.0,2024,101
Malik Nabers,NYG,0,0,0,0,0,0,0,0,,7.0,2024,101
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,7.0,2024,101
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,7.0,2024,101
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,7.0,2024,101
Jalin Hyatt,NYG,0,0,0,0,0,0,0,0,,7.0,2024,101
